goods_code,hier_pos,language,description
2008307520,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008307590,10,FR,autres
2008307900,8,FR,autres
2008307911,10,FR,Pamplemousses et pomelos
2008307911,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008307919,10,FR,autres
2008307920,10,FR,"Oranges et citrons, finement broyés"
2008307991,10,FR,autres
2008307991,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008307999,10,FR,autres
2008309000,8,FR,sans addition de sucre
2008309008,10,FR,Pamplemousses et pomelos
2008309008,10,FR,Segments
2008309012,10,FR,Pulpes
2008309012,10,FR,"en emballages immédiats d'un contenu net de 4,5|kg ou plus"
2008309013,10,FR,autres
2008309014,10,FR,finement broyés
2008309025,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008309035,10,FR,autres
2008309061,10,FR,autres
2008309061,10,FR,"Mandarines, y compris tangerines et satsumas; clémentines, wilkings et autres hybrides similaires d'agrumes"
2008309061,10,FR,Pulpes
2008309061,10,FR,"en emballages immédiats d'un contenu net de 4,5|kg ou plus"
2008309063,10,FR,autres
2008309065,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008309067,10,FR,finement broyés
2008309069,10,FR,autres
2008309071,10,FR,autres
2008309071,10,FR,Pulpes
2008309071,10,FR,"en emballages immédiats d'un contenu net de 4,5|kg ou plus"
2008309073,10,FR,autres
2008309075,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008309077,10,FR,finement broyés
2008309079,10,FR,autres
2008400000,6,FR,Poires
2008401100,8,FR,avec addition d'alcool
2008401100,8,FR,en emballages immédiats d'un contenu net excédant 1|kg
2008401100,8,FR,d'une teneur en sucres excédant 13|% en poids
2008401100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008401900,8,FR,autres
2008402100,8,FR,autres
2008402100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008402900,8,FR,autres
2008403100,8,FR,en emballages immédiats d'un contenu net n'excédant pas 1|kg
2008403100,8,FR,d'une teneur en sucres excédant 15|% en poids
2008403900,8,FR,autres
2008405100,8,FR,sans addition d'alcool
2008405100,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net excédant 1|kg"
2008405100,8,FR,d'une teneur en sucres excédant 13|% en poids
2008405110,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008405190,10,FR,autres
2008405900,8,FR,autres
2008405910,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008405990,10,FR,autres
2008407100,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net n'excédant pas 1|kg"
2008407100,8,FR,d'une teneur en sucres excédant 15|% en poids
2008407120,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008407190,10,FR,autres
2008407900,8,FR,autres
2008407910,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008407990,10,FR,autres
2008409000,8,FR,sans addition de sucre
2008409010,10,FR,"En flocons et en poudre, avec ou sans addition d'amidon"
2008409090,10,FR,autres
2008500000,6,FR,Abricots
2008501100,8,FR,avec addition d'alcool
2008501100,8,FR,en emballages immédiats d'un contenu net excédant 1|kg
2008501100,8,FR,d'une teneur en sucres excédant 13|% en poids
2008501100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008501900,8,FR,autres
2008503100,8,FR,autres
2008503100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008503900,8,FR,autres
2008505100,8,FR,en emballages immédiats d'un contenu net n'excédant pas 1|kg
2008505100,8,FR,d'une teneur en sucres excédant 15|% en poids
2008505900,8,FR,autres
2008506100,8,FR,sans addition d'alcool
2008506100,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net excédant 1|kg"
2008506100,8,FR,d'une teneur en sucres excédant 13|% en poids
2008506110,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008506190,10,FR,autres
2008506900,8,FR,autres
2008506910,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008506990,10,FR,autres
2008507100,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net n'excédant pas 1|kg"
2008507100,8,FR,d'une teneur en sucres excédant 15|% en poids
2008507130,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008507190,10,FR,autres
2008507900,8,FR,autres
2008507910,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008507990,10,FR,autres
2008509200,8,FR,"sans addition de sucre, en emballages immédiats d'un contenu net"
2008509200,8,FR,de 5|kg ou plus
2008509210,10,FR,Moitiés d'abricots
2008509220,10,FR,Pulpes d'abricots
2008509230,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008509290,10,FR,autres
2008509800,8,FR,de moins de 5|kg
2008509811,10,FR,"de 4,5|kg ou plus"
2008509811,10,FR,Moitiés d'abricots
2008509813,10,FR,Pulpes d'abricots
2008509815,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008509819,10,FR,autres
2008509891,10,FR,"de moins de 4,5|kg"
2008509891,10,FR,Moitiés d'abricots
2008509893,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008509899,10,FR,autres
2008600000,6,FR,Cerises
2008601100,8,FR,avec addition d'alcool
2008601100,8,FR,d'une teneur en sucres excédant 9|% en poids
2008601100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008601900,8,FR,autres
2008603100,8,FR,autres
2008603100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008603900,8,FR,autres
2008605000,8,FR,sans addition d'alcool
2008605000,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net"
2008605000,8,FR,excédant|1|kg
2008605010,10,FR,Cerises acides (Prunus cerasus)
2008605090,10,FR,autres
2008606000,8,FR,n'excédant pas 1|kg
2008607000,8,FR,"sans addition de sucre, en emballages immédiats d'un contenu net"
2008607000,8,FR,"de 4,5|kg ou plus"
2008609000,8,FR,"de moins de 4,5|kg"
2008700000,6,FR,"Pêches, y compris les brugnons et nectarines"
2008701100,8,FR,avec addition d'alcool
2008701100,8,FR,en emballages immédiats d'un contenu net excédant 1|kg
2008701100,8,FR,d'une teneur en sucres excédant 13|% en poids
2008701100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008701900,8,FR,autres
2008703100,8,FR,autres
2008703100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008703900,8,FR,autres
2008705100,8,FR,en emballages immédiats d'un contenu net n'excédant pas 1|kg
2008705100,8,FR,d'une teneur en sucres excédant 15|% en poids
2008705900,8,FR,autres
2008706100,8,FR,sans addition d'alcool
2008706100,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net excédant 1|kg"
2008706100,8,FR,d'une teneur en sucres excédant 13|% en poids
2008706110,10,FR,"Pêches, en flocons et en poudre, avec ou sans addition d'amidon"
2008706190,10,FR,autres
2008706900,8,FR,autres
2008706910,10,FR,"Pêches, en flocons et en poudre, avec ou sans addition d'amidon"
2008706990,10,FR,autres
2008707100,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net n'excédant pas 1|kg"
2008707100,8,FR,d'une teneur en sucres excédant 15|% en poids
2008707110,10,FR,"en tranches, frites"
2008707130,10,FR,"Pêches, en flocons et en poudre, avec ou sans addition d'amidon"
2008707190,10,FR,autres
2008707900,8,FR,autres
2008707910,10,FR,"Pêches, en flocons et en poudre, avec ou sans addition d'amidon"
2008707990,10,FR,autres
2008709200,8,FR,"sans addition de sucre, en emballages immédiats d'un contenu net"
2008709200,8,FR,de 5|kg ou plus
2008709210,10,FR,Moitiés de pêches (y compris les brugnons et nectarines)
2008709230,10,FR,"Pêches, en flocons et en poudre, avec ou sans addition d'amidon"
2008709290,10,FR,autres
2008709800,8,FR,de moins de 5|kg
2008709811,10,FR,"de 4,5|kg ou plus"
2008709811,10,FR,Moitiés de pêches (y compris les brugnons et nectarines)
2008709815,10,FR,"Pêches, en flocons et en poudre, avec ou sans addition d'amidon"
2008709817,10,FR,autres
2008709817,10,FR,Pêches
2008709818,10,FR,autres
2008709821,10,FR,"de moins de 4,5|kg"
2008709821,10,FR,Moitiés de pêches (y compris les brugnons et nectarines)
2008709825,10,FR,"Pêches, en flocons et en poudre, avec ou sans addition d'amidon"
2008709827,10,FR,autres
2008709827,10,FR,Pêches
2008709828,10,FR,autres
2008800000,6,FR,Fraises
2008801100,8,FR,avec addition d'alcool
2008801100,8,FR,d'une teneur en sucres excédant 9|% en poids
2008801100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008801900,8,FR,autres
2008803100,8,FR,autres
2008803100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008803900,8,FR,autres
2008805000,8,FR,sans addition d'alcool
2008805000,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net excédant 1|kg"
2008805010,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008805090,10,FR,autres
2008807000,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net n'excédant pas 1|kg"
2008807010,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008807090,10,FR,autres
2008809000,8,FR,sans addition de sucre
2008809010,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008809090,10,FR,autres
2008910000,6,FR,"autres, y compris les mélanges, à l'exception de ceux de la sous-position 2008|19"
2008910000,6,FR,Cœurs de palmier
2008930000,6,FR,"Canneberges (Vaccinium macrocarpon, Vaccinium oxycoccos); airelles rouges (Vaccinium vitis-idaea)"
2008931100,8,FR,avec addition d'alcool
2008931100,8,FR,d'une teneur en sucres excédant 9|% en poids
2008931100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008931900,8,FR,autres
2008932100,8,FR,autres
2008932100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008932900,8,FR,autres
2008939100,8,FR,sans addition d'alcool
2008939100,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net excédant 1|kg"
2008939110,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008939120,10,FR,"Canneberges séchées sucrées destinées à la fabrication de produits agroalimentaires transformés, le conditionnement ne pouvant constituer à lui seul une transformation"
2008939180,10,FR,autres
2008939300,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net n'excédant pas 1|kg"
2008939310,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008939390,10,FR,autres
2008939900,8,FR,sans addition de sucre
2008939910,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008939990,10,FR,autres
2008970000,6,FR,Mélanges
2008970300,8,FR,"de fruits à coques tropicaux et fruits tropicaux, contenant en poids 50|% ou plus de fruits à coques tropicaux"
2008970300,8,FR,en emballages immédiats d'un contenu net excédant 1|kg
2008970500,8,FR,en emballages immédiats d'un contenu net n'excédant pas 1|kg
2008971200,8,FR,autres
2008971200,8,FR,avec addition d'alcool
2008971200,8,FR,d'une teneur en sucres excédant 9|% en poids
2008971200,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85 % mas"
2008971200,8,FR,de fruits tropicaux (y compris les mélanges contenant en poids 50|% ou plus de fruits tropicaux et fruits à coques tropicaux)
2008971211,10,FR,contenant des figues
2008971215,10,FR,contenant des noisettes
2008971219,10,FR,contenant des pistaches
2008971290,10,FR,autres
2008971400,8,FR,autres
2008971411,10,FR,contenant des figues
2008971415,10,FR,contenant des noisettes
2008971419,10,FR,contenant des pistaches
2008971490,10,FR,autres
2008971600,8,FR,autres
2008971600,8,FR,de fruits tropicaux (y compris les mélanges contenant en poids 50|% ou plus de fruits tropicaux et fruits à coques tropicaux)
2008971611,10,FR,contenant des figues
2008971615,10,FR,contenant des noisettes
2008971619,10,FR,contenant des pistaches
2008971690,10,FR,autres
2008971800,8,FR,autres
2008971811,10,FR,contenant des figues
2008971815,10,FR,contenant des noisettes
2008971819,10,FR,contenant des pistaches
2008971890,10,FR,autres
2008973200,8,FR,autres
2008973200,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008973200,8,FR,de fruits tropicaux (y compris les mélanges contenant en poids 50|% ou plus de fruits tropicaux et fruits à coques tropicaux)
2008973211,10,FR,contenant des figues
2008973215,10,FR,contenant des noisettes
2008973219,10,FR,contenant des pistaches
2008973290,10,FR,autres
2008973400,8,FR,autres
2008973411,10,FR,contenant des figues
2008973415,10,FR,contenant des noisettes
2008973419,10,FR,contenant des pistaches
2008973490,10,FR,autres
2008973600,8,FR,autres
2008973600,8,FR,de fruits tropicaux (y compris les mélanges contenant en poids 50|% ou plus de fruits tropicaux et fruits à coques tropicaux)
2008973611,10,FR,contenant des figues
2008973615,10,FR,contenant des noisettes
2008973619,10,FR,contenant des pistaches
2008973690,10,FR,autres
2008973800,8,FR,autres
2008973811,10,FR,contenant des figues
2008973815,10,FR,contenant des noisettes
2008973819,10,FR,contenant des pistaches
2008973890,10,FR,autres
2008975100,8,FR,sans addition d'alcool
2008975100,8,FR,avec addition de sucre
2008975100,8,FR,en emballages immédiats d'un contenu net excédant 1|kg
2008975100,8,FR,de fruits tropicaux (y compris les mélanges contenant en poids 50|% ou plus de fruits tropicaux et fruits à coques tropicaux)
2008975111,10,FR,contenant des figues
2008975115,10,FR,contenant des noisettes
2008975119,10,FR,contenant des pistaches
2008975190,10,FR,autres
2008975900,8,FR,autres
2008975911,10,FR,contenant des figues
2008975915,10,FR,contenant des noisettes
2008975919,10,FR,contenant des pistaches
2008975990,10,FR,autres
2008977200,8,FR,autres
2008977200,8,FR,Mélanges dans lesquels aucun des fruits les composant ne dépasse 50|% en poids du total des fruits présentés
2008977200,8,FR,de fruits tropicaux (y compris les mélanges contenant en poids 50|% ou plus de fruits tropicaux et fruits à coques tropicaux)
2008977211,10,FR,contenant des figues
2008977215,10,FR,contenant des noisettes
2008977219,10,FR,contenant des pistaches
2008977290,10,FR,autres
2008977400,8,FR,autres
2008977411,10,FR,contenant des figues
2008977415,10,FR,contenant des noisettes
2008977419,10,FR,contenant des pistaches
2008977490,10,FR,autres
2008977600,8,FR,autres
2008977600,8,FR,de fruits tropicaux (y compris les mélanges contenant en poids 50|% ou plus de fruits tropicaux et fruits à coques tropicaux)
2008977611,10,FR,contenant des figues
2008977615,10,FR,contenant des noisettes
2008977619,10,FR,contenant des pistaches
2008977690,10,FR,autres
2008977800,8,FR,autres
2008977811,10,FR,contenant des figues
2008977815,10,FR,contenant des noisettes
2008977819,10,FR,contenant des pistaches
2008977890,10,FR,autres
2008979200,8,FR,"sans addition de sucre, en emballages immédiats d'un contenu net"
2008979200,8,FR,de 5|kg ou plus
2008979200,8,FR,de fruits tropicaux (y compris les mélanges contenant en poids 50|% ou plus de fruits tropicaux et fruits à coques tropicaux)
2008979211,10,FR,contenant des figues
2008979215,10,FR,contenant des noisettes
2008979219,10,FR,contenant des pistaches
2008979290,10,FR,autres
2008979300,8,FR,autres
2008979311,10,FR,contenant des figues
2008979315,10,FR,contenant des noisettes
2008979319,10,FR,contenant des pistaches
2008979390,10,FR,autres
2008979400,8,FR,"de 4,5|kg ou plus mais de moins de 5|kg"
2008979400,8,FR,de fruits tropicaux (y compris les mélanges contenant en poids 50|% ou plus de fruits tropicaux et fruits à coques tropicaux)
2008979411,10,FR,contenant des figues
2008979415,10,FR,contenant des noisettes
2008979419,10,FR,contenant des pistaches
2008979490,10,FR,autres
2008979600,8,FR,autres
2008979611,10,FR,contenant des figues
2008979615,10,FR,contenant des noisettes
2008979619,10,FR,contenant des pistaches
2008979690,10,FR,autres
2008979700,8,FR,"de moins de 4,5|kg"
2008979700,8,FR,de fruits tropicaux (y compris les mélanges contenant en poids 50|% ou plus de fruits tropicaux et fruits à coques tropicaux)
2008979711,10,FR,contenant des figues
2008979715,10,FR,contenant des noisettes
2008979719,10,FR,contenant des pistaches
2008979790,10,FR,autres
2008979800,8,FR,autres
2008979811,10,FR,contenant des figues
2008979815,10,FR,contenant des noisettes
2008979819,10,FR,contenant des pistaches
2008979820,10,FR,"Mélanges, présentés dans leurs jus, contenant au moins deux des fruits suivants: pêches, poires ou ananas"
2008979890,10,FR,autres
2008990000,6,FR,autres
2008991100,8,FR,avec addition d'alcool
2008991100,8,FR,Gingembre
2008991100,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008991900,8,FR,autres
2008992100,8,FR,Raisins
2008992100,8,FR,d'une teneur en sucres excédant 13|% en poids
2008992300,8,FR,autres
2008992400,8,FR,autres
2008992400,8,FR,d'une teneur en sucres excédant 9|% en poids
2008992400,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008992400,8,FR,Fruits tropicaux
2008992800,8,FR,autres
2008992810,10,FR,Figues
2008992890,10,FR,autres
2008993100,8,FR,autres
2008993100,8,FR,Fruits tropicaux
2008993400,8,FR,autres
2008993410,10,FR,Figues
2008993490,10,FR,autres
2008993600,8,FR,autres
2008993600,8,FR,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85|%|mas"
2008993600,8,FR,Fruits tropicaux
2008993700,8,FR,autres
2008993710,10,FR,Figues
2008993790,10,FR,autres
2008993800,8,FR,autres
2008993800,8,FR,Fruits tropicaux
2008994000,8,FR,autres
2008994010,10,FR,Figues
2008994090,10,FR,autres
2008994100,8,FR,sans addition d'alcool
2008994100,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net excédant 1|kg"
2008994100,8,FR,Gingembre
2008994300,8,FR,Raisins
2008994310,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008994390,10,FR,autres
2008994500,8,FR,Prunes
2008994530,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008994590,10,FR,autres
2008994800,8,FR,Fruits tropicaux
2008994811,10,FR,"Fruits de la passion, goyaves et tamarins"
2008994811,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008994819,10,FR,autres
2008994891,10,FR,"Mangues, mangoustans, papayes, pommes de cajou, litchis, fruits du jaquier (pain des singes), sapotilles, caramboles et pitahayas"
2008994891,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008994899,10,FR,autres
2008994900,8,FR,autres
2008994910,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008994960,10,FR,Figues
2008994970,10,FR,"Feuilles de vignes blanchies du genre Karakishmish, en saumure, contenant, en poids:
 
-|plus de 6|% de concentration de sel,
 
-|entre 0,1|% et 1,4|% d'acidité exprimée en acide citrique monohydraté et
 
-|du benzoate de sodium ou non, mais pas plus de 2|000|mg/kg, conformément au CODEX STAN 192-1995
destinées à la fabrication de feuilles de vigne farcies avec du riz"
2008994980,10,FR,autres
2008995100,8,FR,"avec addition de sucre, en emballages immédiats d'un contenu net n'excédant pas 1|kg"
2008995100,8,FR,Gingembre
2008996300,8,FR,Fruits tropicaux
2008996310,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008996390,10,FR,autres
2008996700,8,FR,autres
2008996791,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008996795,10,FR,Figues
2008996799,10,FR,autres
2008997200,8,FR,sans addition de sucre
2008997200,8,FR,Prunes en emballages immédiats d'un contenu net
2008997200,8,FR,de 5|kg ou plus
2008997210,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008997290,10,FR,autres
2008997800,8,FR,de moins de 5|kg
2008997820,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008997880,10,FR,autres
2008998500,8,FR,"Maïs, à l'exclusion du maïs doux (Zea mays var. saccharata)"
2008999100,8,FR,"Ignames, patates douces et parties comestibles similaires de plantes d'une teneur en poids d'amidon ou de fécule égale ou supérieure à 5|%"
2008999900,8,FR,autres
2008999911,10,FR,Feuilles de vigne
2008999911,10,FR,"Feuilles de vignes blanchies du genre Karakishmish, en saumure, contenant, en poids:
 
-|plus de 6|% de concentration de sel,
 
-|entre 0,1|% et 1,4|% d'acidité exprimée en acide citrique monohydraté et
 
-|du benzoate de sodium ou non, mais pas plus de 2|000|mg/kg, conformément au CODEX STAN 192-1995
destinées à la fabrication de feuilles de vigne farcies avec du riz"
2008999919,10,FR,autres
2008999920,10,FR,Jets de houblon et parties comestibles similaires de plantes
2008999930,10,FR,"en flocons et en poudre, avec ou sans addition d'amidon"
2008999935,10,FR,"Pulpe congelée de baies d'açaï:

-hydratée et pasteurisée,

-séparée des noyaux par ajout d'eau,

-dont la valeur Brix est inférieure à 6, et

-ayant une teneur en sucre inférieure à 5,6 %
"
2008999950,10,FR,"Graines de pastèque (egusi, Citrullus spp.) et produits dérivés"
2008999960,10,FR,Figues
2008999979,10,FR,Piments (doux et autres) (Capsicum spp.)
2008999980,10,FR,Feuilles de curry (Bergera/ Murraya koenigii) (congelées)
2008999990,10,FR,autres
2009000000,4,FR,"Jus de fruits (y compris les moûts de raisin et l'eau de noix de coco) ou de légumes, non fermentés, sans addition d'alcool, avec ou sans addition de sucre ou d'autres édulcorants"
2009110000,6,FR,Jus d'orange
2009110000,6,FR,congelés
2009111100,8,FR,d'une valeur Brix excédant 67
2009111100,8,FR,d'une valeur n'excédant pas 30|€ par 100|kg poids net
2009111111,10,FR,en emballages de 2|litres ou moins
2009111111,10,FR,d'une teneur en sucres d'addition n'excédant pas 30|% en poids
2009111119,10,FR,autres
2009111191,10,FR,autres
2009111191,10,FR,d'une teneur en sucres d'addition n'excédant pas 30|% en poids
2009111199,10,FR,autres
2009111900,8,FR,autres
2009111910,10,FR,en emballages de 2|litres ou moins
2009111990,10,FR,autres
2009119100,8,FR,d'une valeur Brix n'excédant pas 67
2009119100,8,FR,d'une valeur n'excédant pas 30|€ par 100|kg poids net et d'une teneur en sucres d'addition excédant 30|% en poids
2009119110,10,FR,en emballages de 2|litres ou moins
2009119190,10,FR,autres
2009119900,8,FR,autres
2009119911,10,FR,"d'un degré de concentration allant jusqu'à 50|degrés Brix, en emballages de 2|litres ou moins, ne contenant pas de jus d'oranges sanguines"
2009119911,10,FR,d'un degré de concentration supérieur à 20!o! brix
2009119919,10,FR,autres
2009119992,10,FR,autres
2009119992,10,FR,en emballages de 2 litres ou moins
2009119992,10,FR,d'un degré de concentration supérieur à 20!o! brix
2009119994,10,FR,autres
2009119996,10,FR,autres
2009119996,10,FR,d'un degré de concentration supérieur à 20!o! brix
2009119998,10,FR,autres
2009120000,6,FR,"non congelés, d'une valeur Brix n'excédant pas 20"
2009120010,10,FR,en emballages de 2|litres ou moins
2009120090,10,FR,autres
2009190000,6,FR,autres
2009191100,8,FR,d'une valeur Brix excédant 67
2009191100,8,FR,d'une valeur n'excédant pas 30|€ par 100|kg poids net
2009191121,10,FR,en emballages de 2 litres ou moins
2009191121,10,FR,en poudre
2009191121,10,FR,d'une teneur en sucres d'addition n'excédant pas 30|% en poids
2009191129,10,FR,autres
2009191131,10,FR,autres
2009191131,10,FR,d'une teneur en sucres d'addition n'excédant pas 30|% en poids
2009191139,10,FR,autres
2009191151,10,FR,autres
2009191151,10,FR,en poudre
2009191151,10,FR,d'une teneur en sucres d'addition n'excédant pas 30|% en poids
2009191159,10,FR,autres
2009191171,10,FR,autres
2009191171,10,FR,d'une teneur en sucres d'addition n'excédant pas 30|% en poids
2009191179,10,FR,autres
2009191900,8,FR,autres
2009191911,10,FR,en emballages de 2 litres ou moins
2009191911,10,FR,en poudre
2009191919,10,FR,autres
2009191991,10,FR,autres
2009191991,10,FR,en poudre
2009191999,10,FR,autres
2009199100,8,FR,d'une valeur Brix excédant 20|mais n'excédant pas 67
2009199100,8,FR,d'une valeur n'excédant pas 30|€ par 100|kg poids net et d'une teneur en sucres d'addition excédant 30|% en poids
2009199111,10,FR,en emballages de 2 litres ou moins
2009199111,10,FR,en poudre
2009199119,10,FR,autres
2009199191,10,FR,autres
2009199191,10,FR,en poudre
2009199199,10,FR,autres
2009199800,8,FR,autres
2009199811,10,FR,en emballages de 2|litres ou moins
2009199811,10,FR,en poudre
2009199819,10,FR,autres
2009199891,10,FR,autres
2009199891,10,FR,en poudre
2009199899,10,FR,autres
2009210000,6,FR,Jus de pamplemousse; jus de pomelo
2009210000,6,FR,d'une valeur Brix n'excédant pas 20
2009210010,10,FR,en poudre
2009210090,10,FR,autres
2009290000,6,FR,autres
2009291100,8,FR,d'une valeur Brix excédant 67
2009291100,8,FR,d'une valeur n'excédant pas 30|€ par 100|kg poids net
2009291111,10,FR,en poudre
2009291111,10,FR,d'une teneur en sucres d'addition n'excédant pas 30|% en poids
2009291119,10,FR,autres
2009291191,10,FR,autres
2009291191,10,FR,d'une teneur en sucres d'addition n'excédant pas 30|% en poids
2009291199,10,FR,autres
2009291900,8,FR,autres
2009291910,10,FR,en poudre
2009291990,10,FR,autres
2009299100,8,FR,d'une valeur Brix excédant 20|mais n'excédant pas 67
2009299100,8,FR,d'une valeur n'excédant pas 30|€ par 100|kg poids net et d'une teneur en sucres d'addition excédant 30|% en poids
2009299110,10,FR,en poudre
2009299190,10,FR,autres
2009299900,8,FR,autres
2009299910,10,FR,en poudre
2009299990,10,FR,autres
2009310000,6,FR,Jus de tout autre agrume
2009310000,6,FR,d'une valeur Brix n'excédant pas 20
2009311100,8,FR,d'une valeur excédant 30|€ par 100|kg poids net
2009311100,8,FR,contenant des sucres d'addition
2009311111,10,FR,de citrons
2009311111,10,FR,en poudre
2009311119,10,FR,autres
2009311191,10,FR,autres
2009311191,10,FR,en poudre
2009311199,10,FR,autres
2009311900,8,FR,ne contenant pas de sucres d'addition
2009311911,10,FR,de citrons
2009311911,10,FR,en poudre
2009311919,10,FR,autres
2009311991,10,FR,autres
2009311991,10,FR,en poudre
2009311999,10,FR,autres
2009315100,8,FR,d'une valeur n'excédant pas 30|€ par 100|kg poids net
2009315100,8,FR,de citrons
2009315100,8,FR,contenant des sucres d'addition
2009315110,10,FR,en poudre
2009315190,10,FR,autres
2009315900,8,FR,ne contenant pas de sucres d'addition
2009315910,10,FR,en poudre
2009315990,10,FR,autres
2009319100,8,FR,d'autres agrumes
2009319100,8,FR,contenant des sucres d'addition
2009319110,10,FR,en poudre
2009319190,10,FR,autres
2009319900,8,FR,ne contenant pas de sucres d'addition
2009319910,10,FR,en poudre
2009319990,10,FR,autres
2009390000,6,FR,autres
2009391100,8,FR,d'une valeur Brix excédant 67
2009391100,8,FR,d'une valeur n'excédant pas 30|€ par 100|kg poids net
2009391111,10,FR,en poudre
2009391111,10,FR,d'une teneur en sucres d'addition n'excédant pas 30|% en poids
2009391119,10,FR,autres
2009391191,10,FR,autres
2009391191,10,FR,d'une teneur en sucres d'addition n'excédant pas 30|% en poids
2009391199,10,FR,autres
2009391900,8,FR,autres
2009391910,10,FR,en poudre
2009391990,10,FR,autres
2009393100,8,FR,d'une valeur Brix excédant 20|mais n'excédant pas 67
2009393100,8,FR,d'une valeur excédant 30|€ par 100|kg poids net
2009393100,8,FR,contenant des sucres d'addition
2009393111,10,FR,de citrons
2009393111,10,FR,en poudre
2009393119,10,FR,autres
2009393191,10,FR,autres
2009393191,10,FR,en poudre
2009393199,10,FR,autres
2009393900,8,FR,ne contenant pas de sucres d'addition
2009393911,10,FR,de citrons
2009393911,10,FR,en poudre
2009393919,10,FR,autres
2009393991,10,FR,autres
2009393991,10,FR,en poudre
2009393999,10,FR,autres
2009395100,8,FR,d'une valeur n'excédant pas 30|€ par 100|kg poids net
2009395100,8,FR,de citrons
2009395100,8,FR,d'une teneur en sucres d'addition excédant 30|% en poids
2009395110,10,FR,en poudre
2009395190,10,FR,autres
2009395500,8,FR,d'une teneur en sucres d'addition n'excédant pas 30|% en poids
