goods_code,hier_pos,language,description
7325991035,10,EN,"Floor drains, roof drains, cleanouts and covers for cleanouts, subject to standard EN 1253"
7325991040,10,EN,"Step irons, lifting keys, and fire hydrants"
7325991060,10,EN,"Spheroidal graphite cast iron (also known as ductile cast iron), and parts thereof, of a kind used to:
– cover ground or sub-surfaces systems, and/or openings to ground or sub-surface systems, and also
– give access to ground or sub-surface systems and/or provide view to ground or sub-surface systems"
7325991090,10,EN,Other
7325999000,8,EN,Other
7325999010,10,EN,"Collars, flanges and other devices for fixing, jointing, clamping or spacing, for use in certain types of aircraft"
7325999020,10,EN,"Devices for cargo stowage and clamping freight, for use in certain types of aircraft"
7325999030,10,EN,Balls used in freight loading systems in certain types of aircraft
7325999090,10,EN,Other
7326000000,4,EN,Other articles of iron or steel
7326110000,6,EN,"Forged or stamped, but not further worked"
7326110000,6,EN,Grinding balls and similar articles for mills
7326190000,6,EN,Other
7326191000,8,EN,Open-die forged
7326199000,8,EN,Other
7326200000,6,EN,Articles of iron or steel wire
7326200010,10,EN,For use in civil aircraft
7326200020,10,EN,"Metal fleece, consisting of a mass of stainless steel wires of diameters of 0,001|mm or more but not more than 0,070|mm, compacted by sintering and rolling"
7326200090,10,EN,Other
7326900000,6,EN,Other
7326903000,8,EN,Ladders and steps
7326904000,8,EN,Pallets and similar platforms for handling goods
7326905000,8,EN,"Reels for cables, piping and the like"
7326906000,8,EN,"Non-mechanical ventilators, guttering, hooks and like articles used in the building industry"
7326909200,8,EN,Other articles of iron or steel
7326909200,8,EN,Open-die forged
7326909210,10,EN,"Collars, flanges and other devices for fixing, jointing, clamping or spacing, for use in certain types of aircraft"
7326909220,10,EN,"Devices for cargo stowage and clamping freight, for use in certain types of aircraft"
7326909230,10,EN,Balls used in freight loading systems in certain types of aircraft
7326909290,10,EN,Other
7326909400,8,EN,Closed-die forged
7326909410,10,EN,"Collars, flanges and other devices for fixing, jointing, clamping or spacing, for use in certain types of aircraft"
7326909420,10,EN,"Devices for cargo stowage and clamping freight, for use in certain types of aircraft"
7326909430,10,EN,Balls used in freight loading systems in certain types of aircraft
7326909490,10,EN,Other
7326909600,8,EN,Sintered
7326909610,10,EN,"Collars, flanges and other devices for fixing, jointing, clamping or spacing, for use in certain types of aircraft"
7326909620,10,EN,"Devices for cargo stowage and clamping freight, for use in certain types of aircraft"
7326909630,10,EN,Ball bearings used in freight loading systems in certain types of aircraft
7326909690,10,EN,Other
7326909800,8,EN,Other
7326909810,10,EN,"Collars, flanges and other devices for fixing, jointing, clamping or spacing, for use in certain types of aircraft"
7326909820,10,EN,"Devices for cargo stowage and clamping freight, for use in certain types of aircraft"
7326909830,10,EN,Ball bearings used in freight loading systems in certain types of aircraft
7326909840,10,EN,"Iron, steel and/or zinc alloy weights:
 
-with a weight of not more than 500 grams and measuring not more than 107 mm x 107 mm x 11 mm,
 
-whether or not with parts of other material,
 
-whether or not with parts of other metals,
 
-whether or not surface treated,
 
-whether or not printed,
of a kind used for the production of remote controls"
7326909860,10,EN,"Vane ring of a kind for fastening gas flow control blades: 
 
-of iron or steel alloy,
 
-with a heat resistance of 830 °C or more but not more than 1 050 °C,
 
-with an external diameter of not more than 92 mm,
 
-with holes for holding the gas flow control blades,
for use in the manufacture of turbochargers"
7326909870,10,EN,"Disc of a kind for ensuring the gas flow channel width: 
 
-of iron or steel alloy,
 
-with a heat resistance of 830 °C or more but not more than 1 050 °C,
 
-with an external diameter of not more than 92,5 mm,
 
-with an internal diameter of not more than 62 mm,
for use in the manufacture of turbochargers"
7326909890,10,EN,Other
7400000000,2,EN,COPPER AND ARTICLES THEREOF
7401000000,4,EN,Copper mattes; cement copper (precipitated copper)
7402000000,4,EN,Unrefined copper; copper anodes for electrolytic refining
7403000000,4,EN,"Refined copper and copper alloys, unwrought"
7403110000,6,EN,Refined copper
7403110000,6,EN,Cathodes and sections of cathodes
7403120000,6,EN,Wire-bars
7403130000,6,EN,Billets
7403190000,6,EN,Other
7403210000,6,EN,Copper alloys
7403210000,6,EN,Copper-zinc base alloys (brass)
7403220000,6,EN,Copper-tin base alloys (bronze)
7403290000,6,EN,Other copper alloys (other than master alloys of heading|7405)
7404000000,4,EN,Copper waste and scrap
7404001000,8,EN,Of refined copper
7404009100,8,EN,Of copper alloys
7404009100,8,EN,Of copper-zinc base alloys (brass)
7404009900,8,EN,Other
7405000000,4,EN,Master alloys of copper
7406000000,4,EN,Copper powders and flakes
7406100000,6,EN,Powders of non-lamellar structure
7406200000,6,EN,Powders of lamellar structure; flakes
7407000000,4,EN,"Copper bars, rods and profiles"
7407100000,6,EN,Of refined copper
7407210000,6,EN,Of copper alloys
7407210000,6,EN,Of copper-zinc base alloys (brass)
7407211000,8,EN,Bars and rods
7407219000,8,EN,Profiles
7407290000,6,EN,Other
7408000000,4,EN,Copper wire
7408110000,6,EN,Of refined copper
7408110000,6,EN,Of which the maximum cross-sectional dimension exceeds 6|mm
7408190000,6,EN,Other
7408191000,8,EN,"Of which the maximum cross-sectional dimension exceeds 0,5|mm"
7408199000,8,EN,"Of which the maximum cross-sectional dimension does not exceed 0,5|mm"
7408210000,6,EN,Of copper alloys
7408210000,6,EN,Of copper-zinc base alloys (brass)
7408220000,6,EN,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)
7408290000,6,EN,Other
7409000000,4,EN,"Copper plates, sheets and strip, of a thickness exceeding 0,15|mm"
7409110000,6,EN,Of refined copper
7409110000,6,EN,In coils
7409190000,6,EN,Other
7409210000,6,EN,Of copper-zinc base alloys (brass)
7409210000,6,EN,In coils
7409290000,6,EN,Other
7409310000,6,EN,Of copper-tin base alloys (bronze)
7409310000,6,EN,In coils
7409390000,6,EN,Other
7409400000,6,EN,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)
7409900000,6,EN,Of other copper alloys
7410000000,4,EN,"Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0,15|mm"
7410110000,6,EN,Not backed
7410110000,6,EN,Of refined copper
7410110050,10,EN,"Refined copper foil and strips, electrolytically manufactured, with a thickness of 0,015 mm or more but not more than 0,150 mm, used for the manufacture of laminates for Printed Circuit Boards and of Printed Circuit Boards in the printed circuit board industry"
7410110090,10,EN,Other
7410120000,6,EN,Of copper alloys
7410210000,6,EN,Backed
7410210000,6,EN,Of refined copper
7410210010,10,EN,"Sheet or plate of polytetrafluoroethylene, containing aluminium oxide or titanium dioxide as filler or reinforced with glass-fibre fabric, covered on both sides with copper foil"
7410210020,10,EN,"Foils, rolls composed of one layer of glass epoxy of 100|µm colaminated with refined copper foil on one or two sides of 35|µm with a tolerance of 10|% for use in the production of smart cards"
7410210030,10,EN,"Film of polyimide, whether or not containing epoxide resin and/or glass fibre, covered on one side or on both sides with a copper foil"
7410210040,10,EN,"Sheet or plates:
 
-|consisting of at least a central layer of paper or one central sheet of any type of nonwoven fibre, laminated on each side with glass-fibre fabric and impregnated with epoxide resin, or
 
-|consisting of multiple layers of paper, impregnated with phenolic resin,
coated on one or both sides with a copper film with a maximum thickness of 0,15|mm"
7410210050,10,EN,"Plates:

 -consisting of at least one layer of fibreglass fabric impregnated with thermosetting resin,

 -covered on one or both sides with copper foil with a thickness of not more than 0,15 mm, and

 -with a dielectric constant (DK) of less than 3,9 and a loss factor (Df) of less than 0,015 at a measuring frequency of 10 GHz, as measured according to IPC-TM-650"
7410210055,10,EN,"Plates:
- consisting of at least one layer of fibreglass fabric impregnated with epoxide resin,
- covered on one or both sides with copper foil with a thickness of not more than 0,15 mm,
- with a dielectric constant (DK) of less than 5,4 at 1 MHz, as measured according to IPC-TM-650 2.5.5.2,
- with a loss tangent of less than 0,035 at 1 MHz, as measured according to IPC-TM-650 2.5.5.2,
- with a comparative tracking index (CTI) of 600 or more"
7410210090,10,EN,Other
7410220000,6,EN,Of copper alloys
7411000000,4,EN,Copper tubes and pipes
7411100000,6,EN,Of refined copper
7411101000,8,EN,Straight
7411109000,8,EN,Other
7411109010,10,EN,"Pipes and tubes, of refined copper, in level wound coils, non-flexible, whether smooth or with inner grooves, not further processed"
7411109090,10,EN,Other
7411210000,6,EN,Of copper alloys
7411210000,6,EN,Of copper-zinc base alloys (brass)
7411211000,8,EN,Straight
7411219000,8,EN,Other
7411220000,6,EN,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)
7411290000,6,EN,Other
7412000000,4,EN,"Copper tube or pipe fittings (for example, couplings, elbows, sleeves)"
7412100000,6,EN,Of refined copper
7412200000,6,EN,Of copper alloys
7413000000,4,EN,"Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated"
7413000010,10,EN,"With fittings attached, for use in civil aircraft"
7413000020,10,EN,"Loudspeaker centring ring, consisting of one or more vibration dampers and minimum two non-insulated copper cables, therein woven or pressed"
7413000090,10,EN,Other
7415000000,4,EN,"Nails, tacks, drawing pins, staples (other than those of heading|8305) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers (including spring washers) and similar articles, of copper"
7415100000,6,EN,"Nails and tacks, drawing pins, staples and similar articles"
7415210000,6,EN,"Other articles, not threaded"
7415210000,6,EN,Washers (including spring washers)
7415290000,6,EN,Other
7415330000,6,EN,Other threaded articles
7415330000,6,EN,Screws; bolts and nuts
7415390000,6,EN,Other
7418000000,4,EN,"Table, kitchen or other household articles and parts thereof, of copper; pot scourers and scouring or polishing pads, gloves and the like, of copper; sanitary ware and parts thereof, of copper"
7418100000,6,EN,"Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like"
7418101000,8,EN,"Cooking or heating apparatus of a kind used for domestic purposes, non-electric, and parts thereof"
7418109000,8,EN,Other
7418109010,10,EN,Hand-made
7418109090,10,EN,Other
7418200000,6,EN,Sanitary ware and parts thereof
7418200010,10,EN,Hand-made
7418200090,10,EN,Other
7419000000,4,EN,Other articles of copper
7419200000,6,EN,"Cast, moulded, stamped or forged, but not further worked"
7419200010,10,EN,Hand-made
7419200090,10,EN,Other
7419800000,6,EN,Other
7419801000,8,EN,"Cloth (including endless bands), grill and netting, of wire of which no cross-sectional dimension exceeds 6|mm; expanded metal"
7419803000,8,EN,Springs
7419809000,8,EN,Other
7419809010,10,EN,Hand-made
7419809098,10,EN,Other
7500000000,2,EN,NICKEL AND ARTICLES THEREOF
7501000000,4,EN,"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy"
7501100000,6,EN,Nickel mattes
7501200000,6,EN,Nickel oxide sinters and other intermediate products of nickel metallurgy
7502000000,4,EN,Unwrought nickel
7502100000,6,EN,"Nickel, not alloyed"
7502200000,6,EN,Nickel alloys
7503000000,4,EN,Nickel waste and scrap
7503001000,8,EN,"Of nickel, not alloyed"
7503009000,8,EN,Of nickel alloys
7504000000,4,EN,Nickel powders and flakes
7505000000,4,EN,"Nickel bars, rods, profiles and wire"
7505110000,6,EN,"Bars, rods and profiles"
7505110000,6,EN,"Of nickel, not alloyed"
7505120000,6,EN,Of nickel alloys
7505210000,6,EN,Wire
7505210000,6,EN,"Of nickel, not alloyed"
7505220000,6,EN,Of nickel alloys
7506000000,4,EN,"Nickel plates, sheets, strip and foil"
7506100000,6,EN,"Of nickel, not alloyed"
7506200000,6,EN,Of nickel alloys
7506200010,10,EN,"Sheets and strips in coils of nickel alloy C276 (EN 2.4819) with
 
-a thickness of 0,5 mm or more but not more than 3 mm,
 
-a width of 770 mm or more but not more than 1 250 mm
"
7506200020,10,EN,"Sheets and strips in coils of nickel alloy to standard ASME SB-582/UNS N06030 with:
 
-a thickness of 0,5 mm or more but not more than 3 mm,
 
-a width of 250 mm or more but not more than 1 219 mm
"
7506200090,10,EN,Other
7507000000,4,EN,"Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves)"
7507110000,6,EN,Tubes and pipes
7507110000,6,EN,"Of nickel, not alloyed"
7507120000,6,EN,Of nickel alloys
7507200000,6,EN,Tube or pipe fittings
7508000000,4,EN,Other articles of nickel
7508100000,6,EN,"Cloth, grill and netting, of nickel wire"
7508900000,6,EN,Other
7600000000,2,EN,ALUMINIUM AND ARTICLES THEREOF
7601000000,4,EN,Unwrought aluminium
7601100000,6,EN,"Aluminium, not alloyed"
7601101000,8,EN,Slabs
7601109000,8,EN,Other
7601200000,6,EN,Aluminium alloys
7601203000,8,EN,Slabs
7601204000,8,EN,Billets
7601208000,8,EN,Other
7602000000,4,EN,Aluminium waste and scrap
7602001100,8,EN,Waste
7602001100,8,EN,"Turnings, shavings, chips, milling waste, sawdust and filings; waste of coloured, coated or bonded sheets and foil, of a thickness (excluding any backing) not exceeding 0,2|mm"
7602001900,8,EN,Other (including factory rejects)
7602009000,8,EN,Scrap
7603000000,4,EN,Aluminium powders and flakes
7603100000,6,EN,Powders of non-lamellar structure
7603200000,6,EN,Powders of lamellar structure; flakes
7604000000,4,EN,"Aluminium bars, rods and profiles"
7604100000,6,EN,"Of aluminium, not alloyed"
7604101000,8,EN,Bars and rods
7604101011,10,EN,"Unassembled, containing not more than 99.3% of aluminium"
7604101090,10,EN,Other
7604109000,8,EN,Profiles
7604109011,10,EN,"Bearing a specific manufacture number, for use in certain types of aircraft"
7604109011,10,EN,"Unassembled, containing not more than 99.3% of aluminium"
7604109019,10,EN,Other
7604109025,10,EN,"Conical shapes for reinforcing lateral rudders, for use in certain types of aircraft"
7604109025,10,EN,"Unassembled, containing not more than 99.3% of aluminium"
7604109029,10,EN,Other
7604109080,10,EN,Other
7604109080,10,EN,"Unassembled, containing not more than 99.3% of aluminium"
7604109089,10,EN,Other
7604210000,6,EN,Of aluminium alloys
7604210000,6,EN,Hollow profiles
7604290000,6,EN,Other
7604291000,8,EN,Bars and rods
7604299000,8,EN,Profiles
7604299010,10,EN,"Bearing a specific manufacture number, for use in certain types of aircraft"
7604299020,10,EN,"Conical shapes for reinforcing lateral rudders, for use in certain types of aircraft"
7604299090,10,EN,Other
7605000000,4,EN,Aluminium wire
7605110000,6,EN,"Of aluminium, not alloyed"
7605110000,6,EN,Of which the maximum cross-sectional dimension exceeds 7|mm
7605190000,6,EN,Other
7605190010,10,EN,"Not alloyed aluminium wire, of a diameter of 2|mm or more but not more than 6|mm, covered with a layer of copper of a thickness of 0,032|mm or more but not more than 0,117|mm"
7605190090,10,EN,Other
7605210000,6,EN,Of aluminium alloys
7605210000,6,EN,Of which the maximum cross-sectional dimension exceeds 7|mm
7605210010,10,EN,"Aluminium alloy wire with a diameter of 9,50 mm or more but not more than 19,15 mm, in coils, for use in the manufacture of aeronautical fasteners"
7605210090,10,EN,Other
7605290000,6,EN,Other
7606000000,4,EN,"Aluminium plates, sheets and strip, of a thickness exceeding 0,2|mm"
7606110000,6,EN,Rectangular (including square)
7606110000,6,EN,"Of aluminium, not alloyed"
7606113000,8,EN,Aluminium Composite Panel
7606115000,8,EN,Other
7606115000,8,EN,"Painted, varnished or coated with plastics"
7606115025,10,EN,"Plates bearing a specific manufacture number, for use in certain types of aircraft"
7606115025,10,EN,"Not backed, without internal layers of other material"
7606115030,10,EN,Other
7606115086,10,EN,Other
7606115086,10,EN,"Not backed, without internal layers of other material"
7606115089,10,EN,Other
7606119100,8,EN,"Other, of a thickness of"
7606119100,8,EN,Less than 3|mm
7606119125,10,EN,"Plates bearing a specific manufacture number, for use in certain types of aircraft"
7606119125,10,EN,"Not backed, without internal layers of other material"
7606119130,10,EN,Other
7606119186,10,EN,Other
7606119186,10,EN,"Not backed, without internal layers of other material"
7606119189,10,EN,Other
7606119300,8,EN,Not less than 3|mm but less than 6|mm
7606119325,10,EN,"Plates bearing a specific manufacture number, for use in certain types of aircraft"
7606119325,10,EN,"Not backed, without internal layers of other material"
7606119330,10,EN,Other
7606119386,10,EN,Other
7606119386,10,EN,"Not backed, without internal layers of other material"
7606119389,10,EN,Other
7606119900,8,EN,Not less than 6|mm
7606119925,10,EN,"Plates bearing a specific manufacture number, for use in certain types of aircraft"
7606119925,10,EN,"Not backed, without internal layers of other material"
7606119930,10,EN,Other
7606119986,10,EN,Other
7606119986,10,EN,"Not backed, without internal layers of other material"
7606119989,10,EN,Other
7606120000,6,EN,Of aluminium alloys
7606121100,8,EN,"Beverage can body stock, end stock and tab stock"
7606121100,8,EN,Beverage can body stock
7606121900,8,EN,Beverage can end stock and tab stock
7606123000,8,EN,Aluminium Composite Panel
7606125000,8,EN,Other
7606125000,8,EN,"Painted, varnished or coated with plastics"
7606125023,10,EN,"Plates bearing a specific manufacture number, for use in certain types of aircraft"
7606125023,10,EN,"Not backed, without internal layers of other material"
7606125023,10,EN,"Of a thickness of not less than 0,8 mm"
7606125025,10,EN,Other
7606125030,10,EN,Other
7606125085,10,EN,Other
7606125085,10,EN,"Not backed, without internal layers of other material"
7606125085,10,EN,"For use as body panels in the car industry and of a thickness of not more than 6 mm or for use in the manufacture of aircraft parts and of a thickness of not less than 0,8 mm"
7606125087,10,EN,Other
7606125087,10,EN,"Hot rolled coils, tension levelled, of a thickness not exceeding 1,5 mm, of a width of not less than 800 mm but not exceeding 2050 mm, for use in the manufacture of aluminium composite panels"
7606125088,10,EN,Other
7606125089,10,EN,Other
7606129200,8,EN,"Other, of a thickness of"
7606129200,8,EN,Less than 3|mm
7606129223,10,EN,"Plates bearing a specific manufacture number, for use in certain types of aircraft"
7606129223,10,EN,"Not backed, without internal layers of other material"
7606129223,10,EN,"Of a thickness of not less than 0,8 mm"
7606129225,10,EN,"In coils or in coiled strips in cut-to-length sheets, or in the form of circles"
7606129227,10,EN,Other
7606129230,10,EN,Other
7606129291,10,EN,Other
7606129291,10,EN,"Not backed, without internal layers of other material"
7606129291,10,EN,"For use as body panels in the car industry or for use in the manufacture of aircraft parts and of a thickness of not less than 0,8 mm"
7606129292,10,EN,Other
7606129292,10,EN,"Hot rolled coils, tension levelled, of a thickness not exceeding 1,5 mm, of a width of not less than 800 mm but not exceeding 2050 mm, for use in the manufacture of aluminium composite panels"
7606129293,10,EN,"In coils or in coiled strips in cut-to-length sheets, or in the form of circles; of a thickness of 0,2 mm or more"
7606129294,10,EN,Other
7606129297,10,EN,Other
7606129300,8,EN,Not less than 3|mm but less than 6|mm
7606129310,10,EN,"Plates bearing a specific manufacture number, for use in certain types of aircraft"
7606129385,10,EN,Other
7606129385,10,EN,"Not backed, without internal layers of other material"
7606129385,10,EN,For use as body panels in the car industry or for use in the manufacture of aircraft parts
7606129386,10,EN,"In coils or in coiled strips, in cut-to-length sheets, or in the form of circles"
7606129387,10,EN,Other
7606129388,10,EN,Other
7606129900,8,EN,Not less than 6|mm
7606129910,10,EN,"Plates bearing a specific manufacture number, for use in certain types of aircraft"
7606129921,10,EN,Sheets of aluminium-lithium alloys
7606129921,10,EN,"Not backed, without internal layers of other material"
7606129921,10,EN,For use as body panels in the car industry and with a thickness of 6 mm or for use in the manufacture of aircraft parts
7606129925,10,EN,"In plates, of a thickness of more than 6 mm"
7606129929,10,EN,Other
7606129930,10,EN,Other
7606129985,10,EN,Other
7606129985,10,EN,"Not backed, without internal layers of other material"
7606129985,10,EN,For use as body panels in the car industry and with a thickness of 6 mm or for use in the manufacture of aircraft parts
7606129986,10,EN,"In plates, of a thickness of more than 6 mm"
7606129987,10,EN,Other
7606129988,10,EN,Other
7606910000,6,EN,Other
7606910000,6,EN,"Of aluminium, not alloyed"
7606910025,10,EN,"Plates bearing a specific manufacture number, for use in certain types of aircraft"
7606910025,10,EN,"Not backed, without internal layers of other material,
- in coils or in coiled strips, in cut-to-length sheets, or in the form of circles; of a thickness exceeding 0,2 mm but not  exceeding 6 mm;
- in plates, of a thickness exceeding 6 mm
"
7606910030,10,EN,Other
7606910086,10,EN,Other
7606910086,10,EN,"Not backed, without internal layers of other material,
- in coils or in coiled strips, in cut-to-length sheets, or in the form of circles; of a thickness exceeding 0,2 mm but not  exceeding 6 mm;
- in plates, of a thickness exceeding 6 mm
"
7606910088,10,EN,Other
7606920000,6,EN,Of aluminium alloys
7606920023,10,EN,"Plates bearing a specific manufacture number, for use in certain types of aircraft"
7606920023,10,EN,"Not backed, without internal layers of other material,
- in coils or in coiled strips, in cut-to-length sheets, or in the form of circles; of a thickness exceeding 0,2 mm but not  exceeding 6 mm;
- in plates, of a thickness exceeding 6 mm
"
7606920023,10,EN,"Of a thickness of not less than 0,8 mm, for use in the manufacture of aircraft parts"
7606920025,10,EN,Other
7606920030,10,EN,Other
7606920085,10,EN,Other
7606920085,10,EN,"Not backed, without internal layers of other material,
- in coils or in coiled strips, in cut-to-length sheets, or in the form of circles; of a thickness exceeding 0,2 mm but not  exceeding 6 mm;
- in plates, of a thickness exceeding 6 mm
"
7606920085,10,EN,"For use as body panels in the car industry and of a thickness of not more than 6 mm or for use in the manufacture of aircraft parts and of a thickness of not less than 0,8 mm"
7606920091,10,EN,Other
7606920091,10,EN,"Hot rolled coils, tension levelled, of a thickness not exceeding 1,5 mm, of a width of not less than 800 mm but not exceeding 2050 mm, for use in the manufacture of aluminium composite panels"
7606920092,10,EN,Other
7606920095,10,EN,Other
7607000000,4,EN,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0,2|mm"
7607110000,6,EN,Not backed
7607110000,6,EN,Rolled but not further worked
7607111100,8,EN,"Of a thickness of less than 0,021|mm"
7607111100,8,EN,In rolls of a weight not exceeding 10|kg
7607111111,10,EN,"Of a thickness of 0,007 mm or more but less than 0,021 mm"
7607111111,10,EN,Consigned from Thailand
7607111119,10,EN,Other
7607111190,10,EN,Other
7607111900,8,EN,Other
7607111910,10,EN,"For household use, of a thickness of not less than 0,008 mm and not more than 0,018 mm, in rolls of a width not exceeding 650 mm"
7607111930,10,EN,"For household use, of a thickness of not less than 0,007 mm and less than 0,008 mm, whether or not annealed"
7607111940,10,EN,"For household use, of a thickness of not less than 0,008 mm and not more than 0,018 mm, in rolls of a width exceeding 650 mm, whether or not annealed"
7607111950,10,EN,"For household use, of a thickness of more than 0,018 mm and less than 0,021 mm, whether or not annealed"
7607111960,10,EN,"For other uses than household aluminium foil,
- Of a thickness of not less than 0,007 mm and less than 0,008 mm, whether or not annealed, or,
- Of a thickness of not less than 0,008 mm and not more than 0,018 mm, in rolls of a width exceeding 650 mm, whether or not annealed, or,
- Of a thickness of more than 0,018 mm and less than 0,021 mm, whether or not annealed"
7607111991,10,EN,Other
7607111991,10,EN,Aluminium converter foil
7607111994,10,EN,Household aluminium foil
7607111996,10,EN,Other
7607119000,8,EN,"Of a thickness of not less than 0,021|mm but not more than 0,2|mm"
7607119044,10,EN,"Aluminium foil in rolls:
- having a purity of 99,99 % by weight, 
- of a thickness of 0,021 mm or more but not more than 0,2 mm, 
- with a width of 500 mm, 
- with a surface oxide layer by 3 to 4 nm thick, 
- and with a cubic texture of more than 95 %"
7607119044,10,EN,"Of a thickness of not less than 0,021 mm and not more than 0,045 mm, in rolls of a weight exceeding 10 kg, whether or not annealed, when presented with at least two layers"
7607119044,10,EN,"Of a thickness of not less than 0,03|mm, without internal layers of other material"
7607119046,10,EN,Other
7607119048,10,EN,"Of a thickness of not less than 0,021 mm and not more than 0,045 mm, in rolls of a weight exceeding 10 kg, whether or not annealed, when presented with at least two layers, for other uses than aluminium household foil"
7607119048,10,EN,"Of a thickness of not less than 0,03 mm, without internal layers of other material"
7607119049,10,EN,Other
7607119051,10,EN,Other
7607119051,10,EN,"Of a thickness of not less than 0,03 mm but less than 0.2 mm, without internal layers of other material, in coils or in coiled strips"
7607119052,10,EN,"Of a thickness of 0.2 mm, in coils or in coiled strips, in cut-to-length sheets, or in the form of circles"
7607119052,10,EN,Without internal layers of other material
7607119052,10,EN,"Alloyed, for use as body panels in the car industry"
7607119053,10,EN,Other
7607119054,10,EN,Other
7607119056,10,EN,Other
7607119065,10,EN,"Plain aluminium foil with the following parameters:  
-|an aluminium content of 99,98|% or more  
-|a thickness of 0,070|mm or more but not more than 0,125|mm 
-|with a cubic texture of a kind used for high voltage etching"
7607119065,10,EN,"Without internal layers of other material, in coils or in coiled strips"
7607119067,10,EN,Other
7607119071,10,EN,Other
7607119071,10,EN,"Of a thickness of not less than 0,021 mm and not more than 0,045 mm, in rolls of a weight exceeding 10 kg, whether or not annealed, when presented with at least two layers"
7607119071,10,EN,"Of a thickness of not less than 0,03 mm, without internal layers of other material"
7607119072,10,EN,Other
7607119073,10,EN,"Of a thickness of not less than 0,021 mm and not more than 0,045 mm, in rolls of a weight exceeding 10 kg, whether or not annealed, when presented with at least two layers, for other uses than aluminium household foil"
7607119073,10,EN,"Of a thickness of not less than 0,03 mm, without internal layers of other material"
7607119074,10,EN,Other
7607119075,10,EN,"Aluminium and magnesium alloy strip or foil:
- of an alloy conforming to standards 5182-H19 or 5052-H19,
- in rolls with an outside diameter of minimum 1 250 mm but not more than 1 350 mm,
- of a thickness (tolerance - 0,006 mm) of 0,15 mm, 0,16 mm, 0,18 mm or 0,20 mm,
- of a width ( tolerance ± 0,3 mm) of 12,5 mm, 15,0 mm, 16,0 mm, 25,0 mm, 35,0 mm, 50,0 mm or 356 mm, 
- having a camber tolerance of not more than 0,4 mm/750 mm,
- of a flatness measurement: I-unit ±4,
- having a tensile strength of more than (5182-H19) 365 MPa or (5052-H19) 320 MPa,
- of an elongation A50 of more than (5182-H19) 3 % or (5052-H19) 2,5 %
for use in the manufacture of slats for blinds
"
7607119075,10,EN,"Of a thickness of not less than 0,03 mm but less than 0.2 mm, without internal layers of other material, in coils or in coiled strips"
7607119076,10,EN,Of a thickness of 0.2 mm
7607119076,10,EN,Without internal layers of other material
7607119076,10,EN,For use as body panels in the car industry
7607119077,10,EN,Other
7607119078,10,EN,Other
7607119079,10,EN,Other
7607119091,10,EN,Other
7607119091,10,EN,"Of a thickness of not less than 0,03 mm but less than 0.2 mm, without internal layers of other material, in coils or in coiled strips"
7607119092,10,EN,"Of a thickness of 0.2 mm, in coils or in coiled strips, in cut-to-length sheets, or in the form of circles"
7607119092,10,EN,Without internal layers of other material
7607119092,10,EN,"Alloyed, for use as body panels in the car industry"
7607119093,10,EN,Other
7607119094,10,EN,Other
7607119096,10,EN,Other
7607190000,6,EN,Other
7607191000,8,EN,"Of a thickness of less than 0,021|mm"
7607191011,10,EN,"Of a thickness of 0,007 mm or more but less than 0,021 mm, in rolls of a weight not exceeding 10 kg, not further worked than rolled, embossed"
7607191011,10,EN,Consigned from Thailand
7607191019,10,EN,Other
7607191090,10,EN,Other
7607199000,8,EN,"Of a thickness of not less than 0,021|mm but not more than 0,2|mm"
7607199075,10,EN,"Of a thickness of not less than 0,03|mm but less than 0.2|mm, without internal layers of other material, in coils or in coiled strips"
7607199084,10,EN,"Of a thickness of 0.2 mm, in coils or in coiled strips, in cut-to-length sheets, or in the form of circles"
7607199084,10,EN,Without internal layers of other material
7607199084,10,EN,"Alloyed, for use as body panels in the car industry"
7607199093,10,EN,Other
7607199093,10,EN,"Hot rolled coils, alloyed, tension levelled, of a width of not less than 800 mm but not exceeding 2050 mm, for use in the manufacture of aluminium composite panels"
7607199094,10,EN,Other
7607199095,10,EN,Other
7607199096,10,EN,Other
7607200000,6,EN,Backed
7607201000,8,EN,"Of a thickness (excluding any backing) of less than 0,021|mm"
7607209100,8,EN,"Of a thickness (excluding any backing) of not less than 0,021|mm but not more than 0,2|mm"
7607209100,8,EN,Aluminium Composite Panel
7607209900,8,EN,Other
7608000000,4,EN,Aluminium tubes and pipes
7608100000,6,EN,"Of aluminium, not alloyed"
7608100011,10,EN,"With attached fittings, suitable for conducting gases or liquids, for use in civil aircraft"
7608100011,10,EN,"Unassembled, not welded, containing not more than 99.3% of aluminium"
7608100019,10,EN,Other
