goods_code,hier_pos,language,description
0305200011,10,EN,Of herrings
0305200018,10,EN,Other
0305200018,10,EN,Atlantic bluefin tuna (Thunnus thynnus)
0305200019,10,EN,Of swordfish (Xiphias gladius)
0305200021,10,EN,Bigeye tuna (Thunnus obesus)
0305200035,10,EN,Other
0305200035,10,EN,"Hard fish roes, washed, cleaned of adherent organs and simply salted or in brine, for the manufacture of caviar substitutes"
0305200041,10,EN,Other
0305200041,10,EN,"Hard fish roes, salted or in brine, for processing"
0305200049,10,EN,Other
0305200072,10,EN,Other
0305200072,10,EN,Of herrings
0305200072,10,EN,Smoked
0305200073,10,EN,Other
0305200074,10,EN,Other
0305200074,10,EN,Atlantic bluefin tuna (Thunnus thynnus)
0305200074,10,EN,Smoked
0305200075,10,EN,Other
0305200076,10,EN,Of swordfish (Xiphias gladius)
0305200076,10,EN,Smoked
0305200077,10,EN,Other
0305200078,10,EN,Bigeye tuna (Thunnus obesus)
0305200078,10,EN,Smoked
0305200079,10,EN,Other
0305200096,10,EN,Other
0305200096,10,EN,Smoked
0305200099,10,EN,Other
0305310000,6,EN,"Fish fillets, dried, salted or in brine, but not smoked"
0305310000,6,EN,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
0305310010,10,EN,"Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus)"
0305310090,10,EN,Other
0305320000,6,EN,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae"
0305321100,8,EN,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) and Polar cod (Boreogadus saida)"
0305321100,8,EN,Cod of the species Gadus macrocephalus
0305321900,8,EN,Other
0305321910,10,EN,Cod of the species Gadus morhua
0305321990,10,EN,Other
0305329000,8,EN,Other
0305390000,6,EN,Other
0305391000,8,EN,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar), and Danube salmon (Hucho hucho), salted or in brine"
0305391010,10,EN,Atlantic salmon (Salmo salar)
0305391090,10,EN,Other
0305395000,8,EN,"Lesser or Greenland halibut (Reinhardtius hippoglossoides), salted or in brine"
0305399000,8,EN,Other
0305399010,10,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0305399020,10,EN,"Fish of the species Clupea ilisha, in brine"
0305399030,10,EN,Atlantic bluefin tuna (Thunnus thynnus)
0305399040,10,EN,Bigeye tuna (Thunnus obesus)
0305399050,10,EN,Swordfish (Xiphias gladius)
0305399060,10,EN,Gilt-head sea bream (Sparus aurata)
0305399065,10,EN,Bogue (Boops boops)
0305399070,10,EN,"Sea bream (Dentex dentex, Pagellus|spp.)"
0305399080,10,EN,European sea bass (Dicentrarchus labrax)
0305399090,10,EN,Other
0305410000,6,EN,"Smoked fish, including fillets, other than edible fish offal"
0305410000,6,EN,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
0305410010,10,EN,Atlantic salmon (Salmo salar)
0305410090,10,EN,Other
0305420000,6,EN,"Herrings (Clupea harengus, Clupea pallasii)"
0305430000,6,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0305430011,10,EN,Of the species Oncorhynchus mykiss
0305430011,10,EN,"In the form of whole fish (with heads on), whether or not gilled, whether or not gutted, weighing 1,2 kg or less each; with heads off, whether or not gilled, whether or not gutted, weighing 1 kg or less each; fillets weighing 400 g or less each"
0305430019,10,EN,Other
0305430090,10,EN,Other
0305440000,6,EN,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
0305441000,8,EN,Eels (Anguilla spp.)
0305449000,8,EN,Other
0305449010,10,EN,"Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus)"
0305449090,10,EN,Other
0305490000,6,EN,Other
0305491000,8,EN,Lesser or Greenland halibut (Reinhardtius hippoglossoides)
0305492000,8,EN,Atlantic halibut (Hippoglossus hippoglossus)
0305493000,8,EN,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
0305493010,10,EN,Of the species Scomber scombrus
0305493090,10,EN,Other
0305498000,8,EN,Other
0305498010,10,EN,Atlantic bluefin tuna (Thunnus thynnus)
0305498020,10,EN,Swordfish (Xiphias gladius)
0305498035,10,EN,Gilt-head sea bream (Sparus aurata)
0305498040,10,EN,"Sea bream (Dentex dentex, Pagellus|spp.)"
0305498050,10,EN,European sea bass (Dicentrarchus labrax)
0305498060,10,EN,Bigeye tuna (Thunnus obesus)
0305498090,10,EN,Other
0305510000,6,EN,"Dried fish, other than edible fish offal, whether or not salted but not smoked"
0305510000,6,EN,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
0305511000,8,EN,"Dried, unsalted"
0305511010,10,EN,Of the species Gadus morhua
0305511020,10,EN,Of the species Gadus ogac
0305511090,10,EN,Of the species Gadus macrocephalus
0305519000,8,EN,"Dried, salted"
0305519010,10,EN,Of the species Gadus morhua
0305519020,10,EN,Of the species Gadus ogac
0305519030,10,EN,Of the species Gadus macrocephalus
0305520000,6,EN,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
0305520010,10,EN,"Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus)"
0305520090,10,EN,Other
0305530000,6,EN,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
0305531000,8,EN,Polar Cod (Boreogadus saida)
0305531010,10,EN,"Dried, unsalted"
0305531090,10,EN,"Dried, salted"
0305539000,8,EN,Other
0305539010,10,EN,"Coalfish (Pollachius Virens), salted and dried"
0305539020,10,EN,Bleu ling (Molva dipterygia dipterygia)
0305539030,10,EN,Tusk (Brosme brosme)
0305539040,10,EN,Ling (Molva molva)
0305539090,10,EN,Other
0305540000,6,EN,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae)"
0305543000,8,EN,"Herrings (Clupea harengus, Clupea pallasii)"
0305545000,8,EN,Anchovies (Engraulis spp.)
0305549000,8,EN,Other
0305549010,10,EN,Swordfish (Xiphias gladius)
0305549090,10,EN,Other
0305590000,6,EN,Other
0305597000,8,EN,Atlantic halibut (Hippoglossus hippoglossus)
0305598500,8,EN,Other
0305598540,10,EN,Atlantic bluefin tuna (Thunnus thynnus)
0305598545,10,EN,Bigeye tuna (Thunnus obesus)
0305598561,10,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Onchorhynchus chrysogaster)"
0305598564,10,EN,Gilt-head sea bream (Sparus aurata)
0305598565,10,EN,"Sea bream (Dentex dentex, Pagellus|spp.)"
0305598567,10,EN,Sea bass (Dicentrarchus labrax)
0305598570,10,EN,"Lesser or Greenland Halibut (Reinhardtius hippoglossoides), and Pacific Halibut (Hippoglossus stenolepis)"
0305598590,10,EN,Other
0305610000,6,EN,"Fish, salted but not dried or smoked and fish in brine, other than edible fish offal"
0305610000,6,EN,"Herrings (Clupea harengus, Clupea pallasii)"
0305620000,6,EN,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
0305620020,10,EN,For processing
0305620020,10,EN,Of the species Gadus morhua
0305620025,10,EN,Of the species Gadus ogac
0305620029,10,EN,Of the species Gadus macrocephalus
0305620050,10,EN,Other
0305620050,10,EN,Of the species Gadus morhua
0305620060,10,EN,Of the species Gadus ogac
0305620090,10,EN,Of the species Gadus macrocephalus
0305630000,6,EN,Anchovies (Engraulis spp.)
0305630010,10,EN,"Engraulis anchoita, for processing"
0305630090,10,EN,Other
0305640000,6,EN,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
0305640010,10,EN,"Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus)"
0305640090,10,EN,Other
0305690000,6,EN,Other
0305691000,8,EN,Polar cod (Boreogadus saida)
0305691010,10,EN,For processing
0305691090,10,EN,Other
0305693000,8,EN,Atlantic halibut (Hippoglossus hippoglossus)
0305695000,8,EN,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
0305698000,8,EN,Other
0305698020,10,EN,"Fish of the species Clupea ilisha, in brine"
0305698025,10,EN,Snoek (barracouta) (Thyrsites atun)
0305698030,10,EN,Atlantic bluefin tuna (Thunnus thynnus)
0305698040,10,EN,Bigeye tuna (Thunnus obesus)
0305698050,10,EN,Swordfish (Xiphias gladius)
0305698061,10,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Onchorhynchus chrysogaster)"
0305698064,10,EN,Gilt-head sea bream (Sparus aurata)
0305698065,10,EN,"Sea bream (Dentex dentex, Pagellus|spp.)"
0305698067,10,EN,European sea bass (Dicentrarchus labrax)
0305698070,10,EN,"Lesser or Greenland Halibut (Reinhardtius hippoglossoides), and Pacific Halibut (Hippoglossus stenolepis)"
0305698090,10,EN,Other
0305710000,6,EN,"Fish fins, heads, tails, maws and other edible fish offal"
0305710000,6,EN,Shark fins
0305711500,8,EN,Piked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
0305711510,10,EN,Smoked
0305711590,10,EN,Other
0305713000,8,EN,Porbeagle shark (Lamna nasus)
0305713010,10,EN,Smoked
0305713090,10,EN,Other
0305714000,8,EN,Blue shark (Prionace glauca)
0305714010,10,EN,Smoked
0305714090,10,EN,Other
0305715000,8,EN,Shortfin Mako shark (Isurus Oxyrinchus)
0305715010,10,EN,Smoked
0305715090,10,EN,Other
0305719000,8,EN,Other
0305719010,10,EN,Smoked
0305719090,10,EN,Other
0305720000,6,EN,"Fish heads, tails and maws"
0305720010,10,EN,"Dried, whether or not salted but not smoked"
0305720010,10,EN,Of the species Gadus morhua
0305720010,10,EN,Salted
0305720015,10,EN,Unsalted
0305720020,10,EN,Of the species Gadus ogac
0305720020,10,EN,Salted
0305720025,10,EN,Unsalted
0305720030,10,EN,Of the species Boreogadus saida
0305720030,10,EN,Salted
0305720035,10,EN,Unsalted
0305720038,10,EN,Of the species Gadus macrocephalus
0305720038,10,EN,Salted
0305720039,10,EN,Unsalted
0305720041,10,EN,Other
0305720041,10,EN,Anchovies (Engraulis spp.)
0305720044,10,EN,"Herring (Clupea harengus, Clupea pallasii)"
0305720045,10,EN,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
0305720046,10,EN,Atlantic halibut (Hippoglossus hippoglossus)
0305720047,10,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0305720049,10,EN,Other
0305720050,10,EN,Salted but not dried or smoked and in brine
0305720050,10,EN,For processing
0305720050,10,EN,Of the species Gadus morhua
0305720051,10,EN,Anchovies (Engraulis spp.)
0305720052,10,EN,Of the species Gadus ogac
0305720053,10,EN,"Herring (Clupea harengus, Clupea pallasii)"
0305720054,10,EN,Of the species Gadus macrocephalus
0305720055,10,EN,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
0305720056,10,EN,Of the species Boreogadus saida
0305720057,10,EN,Atlantic halibut (Hippoglossus hippoglossus)
0305720058,10,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0305720059,10,EN,Other
0305720060,10,EN,Other
0305720060,10,EN,Of the species Gadus morhua
0305720061,10,EN,Anchovies (Engraulis spp.)
0305720062,10,EN,Of the species Gadus ogac
0305720063,10,EN,"Herring (Clupea harengus, Clupea pallasii)"
0305720064,10,EN,Of the species Boreogadus saida
0305720065,10,EN,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
0305720069,10,EN,Of the species Gadus macrocephalus
0305720071,10,EN,Atlantic halibut (Hippoglossus hippoglossus)
0305720072,10,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0305720079,10,EN,Other
0305720091,10,EN,Other
0305720091,10,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0305720099,10,EN,Other
0305790000,6,EN,Other
0305790010,10,EN,"Dried, whether or not salted but not smoked"
0305790010,10,EN,Of the species Gadus morhua
0305790010,10,EN,Salted
0305790015,10,EN,Unsalted
0305790020,10,EN,Of the species Gadus ogac
0305790020,10,EN,Salted
0305790025,10,EN,Unsalted
0305790030,10,EN,Of the species Boreogadus saida
0305790030,10,EN,Salted
0305790035,10,EN,Unsalted
0305790038,10,EN,Of the species Gadus macrocephalus
0305790038,10,EN,Salted
0305790039,10,EN,Unsalted
0305790041,10,EN,Other
0305790041,10,EN,Anchovies (Engraulis spp.)
0305790044,10,EN,"Herring (Clupea harengus, Clupea pallasii)"
0305790045,10,EN,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
0305790046,10,EN,Atlantic halibut (Hippoglossus hippoglossus)
0305790047,10,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0305790049,10,EN,Other
0305790050,10,EN,Salted but not dried or smoked and in brine
0305790050,10,EN,For processing
0305790050,10,EN,Of the species Gadus morhua
0305790051,10,EN,Anchovies (Engraulis spp.)
0305790052,10,EN,Of the species Gadus ogac
0305790053,10,EN,"Herring (Clupea harengus, Clupea pallasii)"
0305790054,10,EN,Of the species Gadus macrocephalus
0305790055,10,EN,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
0305790056,10,EN,Of the species Boreogadus saida
0305790057,10,EN,Atlantic halibut (Hippoglossus hippoglossus)
0305790058,10,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0305790059,10,EN,Other
0305790060,10,EN,Other
0305790060,10,EN,Of the species Gadus morhua
0305790061,10,EN,Anchovies (Engraulis spp.)
0305790062,10,EN,Of the species Gadus ogac
0305790063,10,EN,"Herring (Clupea harengus, Clupea pallasii)"
0305790064,10,EN,Of the species Boreogadus saida
0305790065,10,EN,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
0305790069,10,EN,Of the species Gadus macrocephalus
0305790071,10,EN,Atlantic halibut (Hippoglossus hippoglossus)
0305790072,10,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0305790079,10,EN,Other
0305790091,10,EN,Other
0305790091,10,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0305790099,10,EN,Other
0306000000,4,EN,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine"
0306110000,6,EN,Frozen
0306110000,6,EN,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)"
0306111000,8,EN,Crawfish tails
0306111010,10,EN,For processing
0306111090,10,EN,Other
0306119000,8,EN,Other
0306119020,10,EN,For processing
0306119080,10,EN,Other
0306120000,6,EN,Lobsters (Homarus spp.)
0306121000,8,EN,Whole
0306121010,10,EN,"Lobster (Homarus americanus), cooked"
0306121091,10,EN,Other
0306121091,10,EN,Cooked
0306121099,10,EN,Other
0306129000,8,EN,Other
0306129010,10,EN,"Lobster (Homarus americanus), in pieces, cooked"
0306129091,10,EN,Other
0306129091,10,EN,"Cooked, in shell"
0306129099,10,EN,Other
0306140000,6,EN,Crabs
0306141000,8,EN,"Crabs of the species Paralithodes camchaticus, Chionoecetes spp. or Callinectes sapidus"
0306143000,8,EN,Crabs of the species Cancer pagurus
0306149000,8,EN,Other
0306149010,10,EN,Crab of the species Geryon affinis
0306149090,10,EN,Other
0306150000,6,EN,Norway lobsters (Nephrops norvegicus)
0306160000,6,EN,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)"
0306169100,8,EN,Shrimps of the species Crangon crangon
0306169900,8,EN,Other
0306169920,10,EN,"Of the species Pandalus borealis, in shell, for processing"
0306169930,10,EN,"Of the species Pandalus montagui, in shell, for processing"
0306169990,10,EN,Other
0306170000,6,EN,Other shrimps and prawns
0306179100,8,EN,Deepwater rose shrimps (Parapenaeus longirostris)
0306179200,8,EN,Shrimps of the genus Penaeus
0306179220,10,EN,"Shrimps and prawns of the specie Penaeus vannamei and Penaeus monodon, whether in shell or not, not cooked, for processing"
0306179290,10,EN,Other
0306179300,8,EN,"Shrimps of the family Pandalidae, other than of the genus Pandalus"
0306179400,8,EN,"Shrimps of the genus Crangon, other than of the species Crangon crangon"
0306179900,8,EN,Other
0306179910,10,EN,"Shrimps and prawns of the specie Pleoticus muelleri, whether in shell or not, for processing"
0306179990,10,EN,Other
0306190000,6,EN,Other
0306191000,8,EN,Freshwater crayfish
0306199000,8,EN,Other
0306310000,6,EN,"Live, fresh or chilled"
0306310000,6,EN,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)"
0306310010,10,EN,For processing
0306310090,10,EN,Other
0306320000,6,EN,Lobsters (Homarus spp.)
0306321000,8,EN,Live
0306329100,8,EN,Other
0306329100,8,EN,Whole
0306329900,8,EN,Other
0306330000,6,EN,Crabs
0306331000,8,EN,Crabs of the species Cancer pagurus
0306339000,8,EN,Other
0306340000,6,EN,Norway lobsters (Nephrops norvegicus)
0306350000,6,EN,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)"
0306351000,8,EN,Shrimps of the species Crangon crangon
0306351000,8,EN,Fresh or chilled
0306355000,8,EN,Other
0306359000,8,EN,Other
0306359012,10,EN,Fresh (live or dead)
0306359012,10,EN,"Of the species Pandalus borealis, in shell, for processing"
0306359014,10,EN,"Of the species Pandalus montagui, in shell, for processing"
0306359020,10,EN,Other
0306359020,10,EN,For processing
0306359030,10,EN,Other
0306359092,10,EN,Other
0306359092,10,EN,"Of the species Pandalus borealis, in shell, chilled, for processing"
0306359093,10,EN,"Of the species Pandalus montagui, in shell, chilled, for processing"
0306359096,10,EN,Other
0306359096,10,EN,For processing
0306359099,10,EN,Other
0306360000,6,EN,Other shrimps and prawns
0306361000,8,EN,"Shrimps of the family Pandalidae, other than of the genus Pandalus"
0306361011,10,EN,Fresh (live or dead)
0306361011,10,EN,For processing
0306361019,10,EN,Other
0306361091,10,EN,Other
0306361091,10,EN,For processing
0306361099,10,EN,Other
0306365000,8,EN,"Shrimps of the genus Crangon, other than of the species Crangon crangon"
0306369000,8,EN,Other
0306369020,10,EN,"Shrimps and prawns of the specie Pleoticus muelleri, whether in shell or not, fresh or chilled, for processing"
0306369030,10,EN,"Shrimps and prawns of the specie Penaeus vannamei and Penaeus monodon, whether in shell or not, fresh or chilled, not cooked, for processing"
0306369090,10,EN,Other
0306390000,6,EN,Other
0306391000,8,EN,Freshwater crayfish
0306399000,8,EN,Other
0306399020,10,EN,Peurullus|spp.
0306399090,10,EN,Other
0306910000,6,EN,Other
0306910000,6,EN,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)"
0306920000,6,EN,Lobsters (Homarus spp.)
0306921000,8,EN,Whole
0306921010,10,EN,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared"
0306921090,10,EN,Other
0306929000,8,EN,Other
0306929010,10,EN,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared"
0306929090,10,EN,Other
0306930000,6,EN,Crabs
0306931000,8,EN,Crabs of the species Cancer pagurus
0306931010,10,EN,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared"
0306931090,10,EN,Other
0306939000,8,EN,Other
0306939010,10,EN,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared"
0306939090,10,EN,Other
0306940000,6,EN,Norway lobsters (Nephrops norvegicus)
0306950000,6,EN,Shrimps and prawns
0306951100,8,EN,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)"
0306951100,8,EN,Shrimps of the species Crangon crangon
0306951100,8,EN,Cooked by steaming or by boiling in water
0306951900,8,EN,Other
0306951910,10,EN,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg"
0306951990,10,EN,Other
0306952000,8,EN,Pandalus spp.
0306952010,10,EN,Boiled on board
0306952021,10,EN,For processing
0306952021,10,EN,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg"
0306952029,10,EN,Other
0306952091,10,EN,Other
0306952091,10,EN,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg"
0306952099,10,EN,Other
0306953000,8,EN,Other shrimps and prawns
0306953000,8,EN,"Shrimps of the family Pandalidae, other than of the genus Pandalus"
0306953010,10,EN,Boiled on board
0306953021,10,EN,For processing
0306953021,10,EN,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg"
0306953029,10,EN,Other
0306953091,10,EN,Other
0306953091,10,EN,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg"
0306953099,10,EN,Other
0306954000,8,EN,"Shrimps of the genus Crangon, other than of the species Crangon crangon"
0306954010,10,EN,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg"
0306954090,10,EN,Other
0306959000,8,EN,Other
0306959010,10,EN,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg"
0306959090,10,EN,Other
0306990000,6,EN,Other
0306991000,8,EN,Freshwater crayfish
0306999000,8,EN,Other
0306999020,10,EN,Peurullus|spp.
0306999090,10,EN,Other
0307000000,4,EN,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process"
0307110000,6,EN,Oysters
0307110000,6,EN,"Live, fresh or chilled"
0307111000,8,EN,"Flat oysters (of the genus Ostrea), live and weighing (shell included) not more than 40|g each"
0307111010,10,EN,Intended for human consumption
0307111090,10,EN,Other
0307119000,8,EN,Other
0307119010,10,EN,Intended for human consumption
0307119090,10,EN,Other
0307120000,6,EN,Frozen
0307190000,6,EN,Other
0307190010,10,EN,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared"
0307190090,10,EN,Other
0307210000,6,EN,Scallops and other molluscs of the family Pectinidae
0307210000,6,EN,"Live, fresh or chilled"
0307211000,8,EN,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten"
0307211011,10,EN,Coquilles St Jacques (Pecten maximus)
0307211011,10,EN,Intended for human consumption
