Quotation ID;Product Description;HSCODE;FIABILITY
01994c2d-d90b-77c4-bfb4-85db7c3b5071;tapis;;
01994c1d-2708-7315-abd4-93a5543a847e;Podium bois peint;;
01994c18-a489-7f7a-8b32-d0776c459de8;huile d'olive;;
01994dd3-0f3e-7314-8e44-472fc683377c;Tôle plié;;
01994dd6-c5e2-7638-b63f-cee5f8fe73c6;Pièce automobile;;
01994d96-1861-703b-93d8-71353f154a85;verrerie;;
01994d7b-c31c-74c0-b749-e5f67b7edc79;Système de traitement de surface par plasma;;
01994d74-98c4-7fec-9863-d9f326ae5a0f;Système de traitement de surface par plasma;;
01994d63-8b3a-7498-977b-8771b8251dd4;REHAUSSE;;
01994c93-ddb6-7d22-ab55-03ed4a57b839;platine;;
01994d72-103c-7e3b-9ea7-f7dab4086a48;Goodies;;
01994d4d-0b2a-7a7d-b911-65871c24ab4e;Pompe à chaleur encartonnée;;
01994cc7-2ff9-73bb-886a-8c1cf8551580;CARTON;;
019952d6-542e-7055-b2a3-839e55c4216e;Boite de vitesse;;
019952be-bcb9-751b-bb15-7db1e5cd9bab;vitres arriere de voiture;;
0199529e-daf8-7184-b0e7-85ff069a6d60;Baie plastique;;
01995174-65ca-7e2a-ba44-1d3ffc1971c8;Fragile, papier, photos, panneaux, livres;;
01995290-0115-7942-9564-c2f4c7c7001b;Matériel pour salon professionnel;;
0199530c-af11-712e-8f17-4d85b12239ff;BOITE DE VITESSES;;
01995323-7705-7efe-99bd-7c71e4d139b2;Réservoir;;
01995282-1277-7e6c-aed2-bcb9be05f3b3;Tecnoinox - Sauteuse basculante gaz;;
019952ef-305f-7fd2-a93d-f9b8967658dd;pare choc;;
01995302-13b5-7d38-b3aa-89ddde435956;Formulation liquide technique;;
01995256-53dc-7641-b786-5d098f4cad8b;KIT PORTE;;
0199530e-b500-79f1-a07d-8fb623af8124;PIECES AUTOMOBILES;;
019952b1-3553-728e-8a45-2e245eed7e21;Pièces détachées;;
01995298-5b5b-750d-a4ec-2c2d3a7f5fc3;ITA;;
0199527a-ef10-7a4f-8ac9-664a08769ef6;cablerie pour spectacle de scene ;;
01995154-cc52-7831-947c-66cbc691e443;cablerie pour spectacle de scene ;;
019952ba-0ac6-7643-9edb-d8d4332e9064;VTT Carbone;;
0199522f-72bf-7d49-89b1-afb0496d0f6c;TEXTILE;;
019951ea-3556-75d3-b3ed-7115201c669c;MATERIEL INDUSTRIEL;;
019952ee-aa59-7f38-9619-c8d18616bf30;protection cardan;;
019957d8-0e0c-7603-997c-b1798791823b;MATERIEL DE CUISINE VARIO;;
019957bd-d3c1-71b1-aaed-5270815cfd6d;Électronique;;
01995718-bc16-7608-a570-78247c7eb310;Serveur informatique;;
019956fa-3b14-74c6-b3ee-203c904d06f9;MOTEUR;;
01995688-477a-732e-a61d-b28b6ab078dc;Portant a vêtements;;
019957ab-6d49-7a59-a9bc-10f8284032e6;masque de soudage;;
019956d9-d275-7948-bf3f-4d55c1fa5d05;Echappement voiture;;
0199573e-b408-7022-9b80-89137a10fb9d;Compresseur Clim;;
01995837-ab4f-7df8-931d-5a77f46e4aa1;Goodies événementiels;;
01995685-b32b-7802-8950-07134e8ab7c4;Bacs de terre ;;
01995854-e197-7f9c-b60b-5e0291d86cad;Bacsplastiques (mis dans 2 cartons sur une palette;;
0199565e-5667-7b26-8c30-4cfd3bd341e9;bois;;
0199578c-264c-7cef-9401-14d0befde050;CHAUSSURES;;
019957ed-f2c8-78b1-a728-ebf13638cbbe;8 panneaux avec poteaux + flèches, 8 ancres pieds;;
019956e9-582d-7e02-a3bc-53d62470a303;appareil de laboratoire;;
01995720-bd2f-7cb0-9877-eb6961dad1d7;support mural;;
01995d6b-41be-7ee5-a732-e32259eb1178;Moteur Inboard;;
01995cef-e348-77ce-b61c-b32a09ab0645;tarriere hydraulique;;
01995bb0-ef2e-7f63-ac54-482e0f9f406b;portants en bois;;
01995e62-d587-7276-a2d6-7ba0ce5d599a;Presse à  sertir;;
01995cda-22b0-757a-8b36-71e26aabff81;velo;;
01995d37-60a3-7ae2-b9b9-133ba7e3b394;Poste à souder;;
01995c11-157e-7d5a-b07d-bcef23a4e5b8;Vitre;;
01995ccf-e8d8-70b7-95e9-5dbc4bafb0db;2 boites en carton filmés sur 1palette;;
01995c0b-c4f5-7f71-9074-a66d8ea48736;four pizza;;
01995cde-ed30-7ca9-9d18-10ca62fe4221;matériel électronique;;
01995c39-1dec-75c8-846a-ec1895d391cf;materiel de mesures;;
01995cbe-cd7c-7b58-b865-3654ccd0999f;2 PALETTES DE MATERIELS INFORMATIQUES / FRAGILE;;
01995d06-8694-71f5-8675-e3468d540ca9;des kakémonos;;
01995d5d-0822-73d0-b5f8-67e414064838;des kakémonos;;
01995b6b-9270-7874-8a65-21215885ebe7;pièces aciers;;
01995d24-be4a-7462-97a4-9221a583c5e7;1 magnétomètre, 1 chariot magnétique, 1 EM et un k;;
01995c38-08b7-72ee-bf5b-7b1cf38be7b3;PIECES DETACHEES;;
01995b9e-93f1-77bf-87ea-5825d1932e7f;PIECES DETACHEES;;
01995bb7-daf5-77c8-991d-b5d4dda47f57;PIECES DETACHEES;;
01995ccf-f1eb-72ab-9713-fa2f0475a5c3;PIECES DETACHEES;;
01995bc6-b740-79e7-a31a-cb9a27eefc31;matériel caméra canalisation;;
01995bc6-fe3a-7668-8d1c-b2b508dc8c82;chaises;;
01995b67-0577-7ae0-be96-9a224943ad10;X;;
019962a9-4e49-7c0e-bf88-71e08b5a28f2;echelle murale pour journaux;;
019962f7-2ad5-73d9-a651-25735dac2141;Pétrin;;
01996125-6a91-7d82-bd7c-522a79771515;Fauteuil roulant;;
01996121-9037-7204-8ee7-d4763809e975;Appareil de mesure;;
019961b1-76da-7a5a-bd41-40aeaf77e3ad;figurines;;
0199626f-f8e0-7d44-b80c-cd77783a76df;boite de vitesse propre;;
01996261-babe-718d-a5a4-51950c022d5d;Boite vitesse ;;
01996241-77ff-7661-9265-99ae904927fc;Marchandise commerciale (présentoirs, flyer, etc.);;
019965c0-85f9-7201-9f51-a3aa086212a8;Materiel de mesure;;
0199659a-2c6e-7a0f-92f5-5001fe4df026;Four micro-ondes ;;
0199677b-c4e4-7fa3-bedd-1af49e8794c2;MOTEUR DE COMPRESSEUR;;
01996cd4-3914-70c0-a0a7-61cc60f0aee0;banc de musculation;;
019970d2-af17-7a6d-aec0-997aa81beb9d;retour marchandises  ( pièce de mécanique);;
0199708c-375c-7b20-96ef-b978f2f3b89e;Produits cosmétiques;;
01997027-8caa-7000-b479-963d27ae93b7;MEUBLES;;
0199720d-1b61-7baf-a08e-27f32e56040b;moteur;;
019970cd-c93a-7f56-82dd-dd0554a02694;pulverisateur;;
019971f4-ee0b-7f72-adcc-3f1f95d97438;pare choc automobile;;
0199720d-8c0d-707c-9eea-c40c7fc5b804;Voile de bateau dans son sac ;;
01997057-b2e3-78e5-942c-ae409ff60d79;GODET MINIPELLE 45CM;;
019971f9-b615-78ad-8a93-50d18a468917;TABLES DE MISE EN RAYON;;
019970bb-0a98-7684-873b-4903c53c763b;Appareil électronique;;
01997091-8c14-7ea5-aba9-e7c7550d9b69;moteur de volet roulant industriel;;
019970c4-f4ee-78fc-8722-ff8b3dcb8895;Il y a deux caisses de 20 kg et une chaise ;;
01997077-771b-75dd-99d0-dfcce2ae02b3;Produits cosmétiques;;
01997058-b02d-7208-84aa-064b450fce30;moteur entièrement vidé de ses lubrifiants;;
019970e5-3a62-7081-b550-64b0790caa08;Moteur;;
019971a9-c264-762f-881d-99d93801c866;MOUSTIQUAIRES ;;
0199706f-91c4-76bf-8d75-db26790dc595;cable et stucture destiné au spectacle ;;
01997209-7064-748a-b61f-fe65943ff269;PIECES DETACHEES;;
019971b4-c5a0-79ac-a213-b7823f661505;Panneaux PVC;;
01997060-4a6a-70e2-85ce-f062e956c74e;Marchandise commerciale (présentoirs, flyer, etc.);;
019970b0-212a-70a1-89ca-c8d62d3512b6;VELO;;
019970bf-ddc1-7456-8d33-ad5a6fb80d83;television;;
01997674-e25e-7e7b-9e58-9e7eb144ba61;PRODUIT D'ACCUEIL;;
01997605-9826-78b4-bf20-afc529706c37;JANTE DE MACHINE;;
01997786-97dc-7d29-9744-413e1d69a097;pieces vehicule;;
0199779a-c8b4-757a-a2c4-bf1be3e7628e;appareil electronique;;
0199775d-e717-7888-9489-038f316e0ce5;MOTEUR DE VOITURE;;
01997559-18ae-7bec-8a1c-912c2324cd99;pièce automobile;;
019975a7-8e00-758f-a802-3b19864e1aaa;métrages de tissus;;
019976f7-c4d5-717d-9f9a-48093ab32413;Vélo;;
019975cf-17aa-7f26-81a3-d395cefce98e;matériel commandé sur site HAKO;;
01997706-f4f5-7290-9652-ad9abf1325c6;documents comptables en retour;;
01997703-5910-7a02-a2ed-fd66773ecd34;MATERIEL INOX;;
019976f6-d27e-7456-8f8d-a7181b31aea4;Materiel inox;;
01997749-9e65-79dd-aa02-285a43118334;Pièces acier;;
019977b0-302c-7fc5-8dea-eece7f899d1a;Roues voiture;;
0199753f-b510-713f-bf52-d8f69b2fcd93;PIECES DETACHEES;;
01997678-6ddd-7234-b523-46c7d7fa7b10;stickers;;
019975da-9854-715b-a0e1-7f186326aaa7;PLV;;
01997550-cdb9-7260-b523-805cde20148a;matériel non dangereux;;
01997a84-b35a-732a-8edf-4e883706921a;Trottinettes électriques;;
01997ab7-2742-7433-b2a0-434297fb67a9;portière de voiture;;
01997b4e-61eb-7e22-9660-8bb36f073b66;Bâches;;
01997bc9-b81b-730e-98ea-e9155f9d8568;velo electrique;;
01997b18-160f-7526-9e32-5da312a557b9;Plaques d'échangeur en inox;;
01997aee-8164-78cc-9eb4-6bde4127e2e8;Piéces machines;;
01997c2c-00ca-7726-9a19-8e10879ce35f;boite de vitesse;;
01997a91-0c14-7ce9-b070-f78e458c182b;Matériel événementiel;;
01997c23-1bc2-7df4-8be2-9b8da731a818;Platine pelle;;
01997adb-2874-7190-ac05-46ac48872681;Matériel apicole;;
01997baa-269a-7a85-926d-09816716369a;Valise contenant 10 ordinateurs;;
01997ba5-5f3e-79fe-9efb-e61d7f91fce9;Valise contenant 10 ordinateurs;;
01997ad6-99c4-7766-8325-cee7a2a40c50;pièces mécanique;;
01998257-1ddd-7b07-8ad2-5ee6e0882abb;Extracteur filtrant;;
019981cd-fb46-74b5-83ce-a752ac491741;3 Windows 120x60x20;;
0199817d-1a2e-7993-9de4-82f05551dd09;Siège auto;;
01997fd8-6dc4-796d-8d17-efa3ece0c202;LINGE D HOTEL;;
019980f0-3fb4-752d-b7cb-e2b632c7718a;Lettre événementielle en polystyrène;;
019980bc-aa91-7e25-8e60-75459940a02c;Pierre de façade;;
01998012-3614-747d-b521-397a80957d56;Pieces détachées attelage ;;
0199806e-16fe-70ee-ac07-8cfb7f7de648;article de conditionnement cosmétique;;
01998021-6df5-709b-990a-7f00c4051aeb;Pieces détachées attelage ;;
01998002-c111-7670-b0df-04a680ebc233;Vêtements;;
01998049-6b2e-73e5-9612-891257d95708;pièces métal;;
019980e1-9a1f-7228-a459-ddf2e781ca52;Réfrigérateur;;
01998003-aeed-722b-92bd-a84e8dc9d115;5 rouleaux de tissu;;
01998131-1358-7c24-9730-98b26b5d37bd;Palette contenant 2 Onduleurs Solaires;;
0199812e-2ce6-765a-a3a3-455599744340;OUTILLAGE;;
01998013-1c3b-78ea-a144-14c0c0f944bf;Pieces détachées attelage ;;
01997fa3-8af0-7e59-80be-d4388a77b8eb;ecran;;
0199870a-ef34-7d16-9d57-2997db3cb51c;Boie de vigesse;;
019985dd-8652-7e5a-8a19-163d87f31661;matériel de camping car;;
019985bd-1739-7b2f-9802-377cf91e8b1c;Matériel son et lumière;;
01998516-2511-7d8e-b042-302c5f20b4ee;Serveur informatique;;
019986c1-3797-7498-b30a-4d1d55ba6a13;PIECES;;
0199864a-503e-7259-9258-f081b37b682c;Tarière;;
0199853b-002a-7a63-94e9-9fa6b3177b86;Barre en fer de chalut;;
01998597-552e-7114-903e-35f508c6014e;dalle de sol;;
019986bc-371b-755e-8a9d-a31893e1b5e0;VELO;;
0199869d-597d-7104-95d3-60bbebac10b7;Materiel Informatique;;
0199863b-f8a5-759c-87d2-7f1eb1be89e6;liquide en seaux, mis en carton Maintenir droit;;
0199852f-db99-7837-93f4-6167f33d8e2a;vérin;;
01998536-377a-7950-a2cd-b681c9b64fc4;JUPE ARRIERE ;;
01998692-d776-771d-9dd7-f64bbfbb66ab;Chaussures;;
01998542-805d-7725-b955-78314d95afa1;ACCESSOIRES;;
01998548-2b55-79f7-9822-74589398b77e;ACCESSOIRES;;
01998555-f196-7059-a411-5ca8e1e97715;arche;;
019984dd-0905-7897-bea7-533cd4405e12;Banquette avant Trafic 3;;
01998be5-af67-71e3-8808-a8677bc33091;Vitrage de voiture fragile ;;
01998b0e-6b24-714c-8708-e675bc82a446;pont vide de ses ingredients;;
01998c3b-0b81-777f-9323-233202eda37d;MELANGEUR A VIANDE;;
01998c4d-fe65-7867-b766-d358d4a26f1a;PLASTIQUE CUVE;;
01998a50-a66a-7926-a566-97ab59ab7fd3;PIECES DETACHEES;;
01999046-b867-7222-b003-b189bd2f7405;Formulation liquide technique;;
019995aa-2db5-7951-9f47-e53b471f53c1;3 ARBRES MACHINE AGRICOLE;;
019995f3-c3b9-7803-9470-90f67a40dde7;Poele à  bois ;;
019996b4-bcb9-7aed-a166-0c8a886cc054;semoir a engrais;;
01999601-efe6-78a8-81ea-8e16f8623c36;TELETOWER 2- ECHAFAUDAGE TELES;;
019994a2-cfaa-7ed1-acb3-126d5aa98e31;2 echelles;;
01999453-1777-7451-9e09-2ce2311a747f;Presse metal;;
0199953a-8f4f-7c37-bca6-35ce49fa8d60;Tables;;
0199954c-b7be-742c-b11a-5c551f92bad7;Pompe vortex;;
0199943e-1fd5-7c17-b30c-87f3394ed7d8;Materiel électronique;;
0199956c-7b9e-7e09-bf7a-318f3d0ebdcf;machine;;
01999616-7f0b-7791-9a57-0dfabb6596a0;Rangement;;
0199949c-8ef4-7a6c-a8da-6139da961358;plants - fragile;;
019995a3-8b6c-7045-9863-8eab934ba459;pare choc avant laguna 3;;
019995ac-9c7c-75a2-b1af-80326a40b6f5;pare choc;;
019995c9-92c0-71ea-a2f5-1510699c1246;Borne de recharge mobile;;
0199956f-86aa-7c88-8bb1-a099c1ce710e;Appareils electroniques HS;;
019995a6-bdad-794b-8b43-d16f8de018c8;LUMINAIRE;;
0199953e-3d5f-7e86-b11d-cc6bbfba8d60;pièces mécanique;;
01999cf4-6b8e-7e1a-be78-4323fa76b7d8;outillage bois ;;
01999986-b65d-732a-8c03-4dcfd00abbfd;Pièce mécanique;;
019999c2-3683-7334-8c11-1c3145cd2c50;COSMETIQUE;;
01999a53-d769-7515-a81d-019d21dbf50b;Produits electroniques et informatiques;;
01999af3-bb5e-7e79-899f-9dd29d131099;Chaînes de levage;;
0199992e-1ef1-7ab4-a420-687197696593;chaudiere;;
01999ad2-407c-71ff-8716-5c4f910dd15f;boite de vitesse;;
0199999f-fafa-776d-8a66-0c14efbde40a;Couvercles de goulottes électriques;;
01999ad9-266d-7224-a93e-243d87c3c010;Caillebotis métalliques pour châssis cellule;;
01999a22-788c-75a9-9470-5f711d9433a2;Non tissé rCF;;
01999ab4-29c3-767d-8ace-412532b0019d;EQUIPEMENT NUMERIQUE;;
01999a0c-3385-7949-987d-ea569d1e9fe0;photocopieur;;
019999d3-a9d5-7763-8e9d-2c5b182fce6d;MACHINE AGRICOLE;;
01999aa5-70b3-7cd9-989d-46f008e73253;Jambe de train d'hélicoptère ;;
01999b43-bd27-794c-ba59-4befdee35fae;affuteuse;;
0199997d-e7e8-720e-92c9-4c941d21e710;bloc moteur;;
01999afd-e4cf-7e57-894d-ccf7da38a4c8;Pièce métallique;;
0199996f-48c2-7059-8fc5-2df3c3daabba;PONTS AVANT DE VOITURE;;
01999a0f-15c8-7754-972f-284a31d27895;onduleur;;
01999a61-9d5b-7c9b-9284-c2a04dfa50ea;LUMINAIRE;;
01999a57-55e0-7363-9aed-634d5430927a;CORDONS;;
01999a90-da03-74d3-9a46-19ed3bebab69;radio commande et recepteur ;;
01999a28-b6db-7ee7-a074-dc386a882b75;Colis matériel informatique;;
01999ffc-43f8-7b5d-bec4-e40aff303255;Chaise de bar;;
0199a012-e425-7591-aaf2-84f8e6837f57;Vélo a assistance électrique;;
01999eb2-be35-7cc3-bfa1-07af57c9b632;Tour Poterie;;
01999ef7-4ffa-7003-a9a0-dc368380fd32;Plaque de composite;;
01999faf-847e-7192-9595-388d0f13eaf8;Banquette Arrière Véhicule;;
01999eb5-2283-7838-898b-b6580b58bdf5;Boite de vitesse;;
01999fdc-839c-72e7-8251-100c79884144;turbine de soufflerie;;
01999eb0-3c31-7d17-8042-22b7a9504040;PIECE AUTOMOBILE;;
01999ff7-aad2-79b4-ad98-e0f8a21cc587;pièces de moteur;;
01999fe6-326d-7480-9e90-c737f848b743;pièces de moteur;;
0199a414-809f-715f-ad66-f876f1e652e8;osier;;
0199a4f1-ba05-727a-9fc9-45635560f35d;panneau publicitaire;;
0199a3ee-809d-786f-bb1d-731e5f672a4a;Tuyau de suc./pres. 100mm;;
0199a4b4-16df-73eb-8d13-d3f9c49a54de;Palettte de 1500x800;;
0199a3e4-f0fb-74af-8aae-9e463e7a25db;serrure;;
0199a425-31b6-7fc8-a448-12ce887bfdf6;Structure bois;;
0199a524-ae6d-790b-a531-900afb4dad17;kit habillage société coffre voiture utilitaire;;
0199a39b-d765-7bbc-9b34-e6f34d9f086a;Carton;;
0199a3ff-b0c0-7e4d-b4fe-6750eebe7a18;Piano numerique;;
0199a37b-375b-73cf-8a0c-7eb67f15e9eb;Siège automobile;;
0199a527-96c5-7616-a43b-5633d79209c6;COMPACTION TOOL;;
0199a4b9-e015-7692-bb45-f610d5b2e43d;Materiel cuisine;;
0199a429-b1d7-71dd-b014-1128fbb1b296;aile auto;;
0199a45d-4880-79cc-a2b5-1330b8ffc686;amenities pour chambre;;
0199a5fc-3207-703f-bb6b-538bfa2f70eb;casseroles;;
0199a3f0-3dd5-798c-9732-d24146746d01;Pièces mécanique;;
0199a591-e173-71c0-a5f1-f2fbda8db1fe;PIECES AGRICOLE;;
0199aad9-180c-7f02-a585-5bf3111fe003;Capot moteur ;;
0199a9f8-4fbf-7196-8cc6-6bfff61e3746;Four;;
0199aa10-1dda-71e0-b1e0-3c16a83cf05d;RAIL COULISSANT;;
0199a958-3260-7747-b384-94022dd70e60;velo;;
0199aa14-e512-73f7-b016-efd48d85b7e5;MATERIEL INCENDIE;;
0199a8f0-0b83-7581-ae7e-0975e60fe7c5;Composants mécaniques;;
0199a8ed-3006-7ee3-99d0-5cdd09de53b0;Reflectometre;;
0199a9d1-9a6d-7f16-a71e-90e3445306b6;PALETTE EVENT;;
0199aaba-6d9c-7f3a-abe9-e1758d87af3f;Prélèvements de terre;;
0199aa6a-1d7e-7b73-b895-c8809165eafe;Photocopieur;;
0199aa48-f420-7353-bfb9-0eacac1950e4;Panneaux d'exposition;;
0199b93d-b0b4-7c27-80ad-2c24e42335b9;gros photocopieur;;
0199b8d2-ea7a-7d38-9a00-cc25bc0ed184;1 siege voiture;;
0199ba54-bb66-76ec-a739-bb722dfbb014;Enceintes acoustiques Très fragile;;
0199b8cd-2c49-78db-b7a9-a7e695819248;vases et fleurs séchée;;
0199b925-645e-780d-9eb9-a09156f04a48;Pièces inox ;;
0199b84a-e16c-7cbe-9900-bc67f0367c0d;POMPE A GASOIL / POMPE JAPY / VANNES INOX ET PIED ;;
0199b986-caa9-772e-934d-749fb1d359be;PLATINES ACIER;;
0199ba2c-45e5-70a6-9f0f-d6ce163b1bb3;Réfrigérateur à compression;;
0199b8db-0244-75c6-92aa-d79c7dc35b67;MOTEUR DE VOITURE;;
0199b98c-94dc-7d47-896d-a4268e9f6a04;Outillage machine;;
0199b91b-bedc-7b77-b4f3-9cbe43e220d8;Tube PVC;;
0199b8b0-30b8-76cd-8c85-9368059ecdce;piece;;
0199b98e-5236-7fe5-8069-bd90be849f1a;Pièces pour un RCX58G;;
0199b8d8-51da-792e-a7e4-427f261993e4;bacs inox;;
0199b81a-1c1d-7d5a-a8e8-f395edc88e5d;Huitres;;
0199b867-680e-716d-8107-d9e7ed1de903;CÃ¢ble;;
0199b8c8-31c6-77c7-bac8-c9ed0a6c9ca1;Marchandise commerciale (présentoirs;;
0199b8cb-9245-7772-95b0-c0865721f7ec;Marchandise commerciale (présentoirs;;
0199b8f1-1cf0-72de-999f-391a015e05d6;MATERIEL INDUSTRIEL;;
0199be96-b1e1-75a3-9e28-0691b38468ba;Rouleau d'adhésif décoratif;;
0199bd92-1c04-7c82-b819-ddaf754ac7bf;Pièce automobile ;;
0199bf33-90a5-770b-aec7-2d29dd46fc77;Lavabo;;
0199bf07-0f64-7f11-8f67-b318aaae59fb;reservoir voiture !;;
0199bf4d-ed28-7998-ab3e-f004055b0271;seuil;;
0199bfe8-f4ce-7bc9-9cb1-b18d3d89c9b5;Brosse pour bovins ;;
0199bf6c-b1f8-777e-ac73-8b722e7d0060;vitre de voiture;;
0199bd60-6279-77bd-9cc3-fd02bc8f3f70;petite palette avec boitier electrique ;;
0199be13-5580-71eb-be75-c48b56e38694;écran TV;;
0199bda5-ef67-713a-af6f-66d224a3b110;MOBILIER;;
0199bd76-80d1-7ed4-b841-f914281691e8;CARTON;;
0199bdd4-7bc1-7808-b4cf-b2b947b28844;capot moteur en fibre de verre fragile;;
0199bf25-92ec-7c05-b051-de01b0745178;carton et rouleau carton;;
0199bdbb-0d90-7c3f-b979-effe20e95bc4;Borne de recharge mobile;;
0199bea7-6148-7427-820f-a852cf2c978a;Vérin;;
0199bd5b-ea33-7a87-88d6-f36946591612;Pièces techniques;;
0199beeb-4bd3-7fa6-a8e8-e4715a5511ad;MARCHANDISE VDL;;
0199bfc7-12d0-7fab-a7f0-f44618c0cc41;Attache pelle ;;
0199bd75-996a-7023-925c-911398d2d50b;composant electronique pour spectacle;;
0199beac-9ae2-7b68-90d3-935150b6e502;gps;;
0199bda9-b780-762c-92e5-b4d20d5912bb;matériel exposition;;
0199bf3c-808b-737f-935b-83dded119b0a;Décoration;;
0199bd96-9868-747b-840f-6c55e0a6fd62;9 cartons contenant des sacs en papier;;
0199bdba-5c89-7173-b63d-7b07121b5c34;cadre métalique;;
0199bf0e-fac3-7c6a-8548-1775f8c75b70;protection cardan;;
0199bd5a-19ba-79d3-8b08-fd03193ef6ed;Vêtements de travail;;
0199c3a2-de8f-7973-8160-c6aaee81d600;4 roues de voiture;;
0199c2a0-fcec-7a9a-acdf-f910e4b11e32;pompe hydraulique;;
0199c463-3033-7e60-b9c8-ee7fa4a7d288;Sèche-serviette électrique;;
0199c4a0-7c4e-7519-8365-363c4d5fb501;NICHOIRS;;
0199c229-ca5c-7fa1-a48c-e771060cc964;gabarit cintrée en isorelle pour cintre de porte;;
0199c3b5-8cb1-7bfa-9c60-b3be3ffacea7;emballages alimentaires;;
0199c2e6-7867-73db-8163-507dc2634f07;Distributeur;;
0199c26e-1373-799b-a007-3e5bfe75429c;Rouleau ATAGRILLE PLIER;;
0199c2f4-753b-729e-a6ca-30f1a1c0226d;1 TABLE + 6 CHAISES;;
0199c3f6-f6b6-74fb-a610-e30c59adca40;1 table + 6 chaises;;
0199c2c3-247e-78b8-baf8-e4132d69c05d;imprimante;;
0199c2c5-2136-7d34-af0d-3411467ff3ee;Imprimantes;;
0199c305-8e14-73a2-b56d-d02fda7af526;Transformateur;;
0199c30f-d32c-7d3c-bf69-94479c62d591;ramettes de papier;;
0199c3d3-54ec-7a57-9b14-9f038100526e;cartons de papier et fournitures de bureau;;
0199c451-a08f-7ac6-a835-5f106196dbdb;Four à  Pizza AUGUSTO;;
0199c40c-2224-7d09-94be-261d02e54a91;PARE CHOC AV;;
0199c832-b842-71a3-9dd8-09c33bb5a6dd;appareil électronique;;
0199c770-00be-7621-a0ea-e5cdeb34ef77;3 poinçons de plieuse ;;
0199c8f9-c671-72e5-97d3-035c5e6c0685;BAIE DE CARAVANE;;
0199c973-7497-7d38-8893-f2a73e77382c;Evier;;
0199c964-126a-7b5f-8bf7-9d917cfd9a95;Filtre à  sable et pompe de filtration;;
0199c924-2116-713f-9501-a4c1a75f5742;PIECES AGRICOLE;;
0199c83a-1598-72e3-9614-b5ff1d5c23e9;plan vasque salle de bain;;
0199c85a-8dae-7c1f-9e00-d74ba901780d;bloc technique de spa;;
0199ca03-5775-75a9-b43f-73b79b37c6f6;Jante Aluminium;;
0199c7dc-c474-7a9f-947f-e999c4afe52b;Cadre aluminium;;
0199c872-4c1c-761e-93d0-102ed642cce0;SCELLES DE JUSTICE;;
0199c8ed-b262-7996-b207-9663dc139fa1;masques de soins;;
0199c8fb-544c-7691-98e0-052e5c601c83;masques de soins;;
0199c877-d5df-77ef-9052-23bbb64feea3;masques pour des soignants;;
0199c887-e927-7854-b3a7-646a61fc9e22;masques pour des soignants;;
0199c8e1-7f51-7007-b084-ab6bda817d11;masques pour des soignants;;
0199c8e8-8fa5-7d50-b1e1-cc1829f4f47d;masques pour des soignants;;
0199c93b-b154-7fda-b487-c99fe26a8955;masques pour des soignants;;
0199c93f-cdef-7f2d-9ae4-2709da42c988;masques pour des soignants;;
0199c8fd-2f16-7fcc-94cd-b61a0ab5496e;Kayak;;
0199c850-a65e-7062-b0d0-52dafca19f0a;Textile;;
0199c95f-3128-71f4-a99f-8ff4f949624f;MACHINE CAFE HOTEL;;
0199c84e-3fb4-7f0e-995c-9249d6c601ba;CAPOT;;
0199cd42-a018-7218-84a0-22323efd4e66;cyclomoteur;;
0199ce58-a769-788b-a33b-812cf9eaeb2c;hayon de voiture;;
0199cd8a-9bcd-79d2-80e6-331ac15f3a58;Siege auto;;
0199cdbb-c0aa-7132-9f22-90538a63058f;boite de vitesse;;
0199cd38-4387-7c26-bb70-bfd33dc54bb8;pare choc de voiture;;
0199cdf2-129c-71d2-a403-0c57e57bbb87;Pièces détachés de mécanique;;
0199ce38-5fd4-7555-8f08-bbe1cb85b2bc;Pièces mécaniques;;
0199ced7-f948-7d80-82bb-7d811e2ab404;Cuve vide;;
0199cee0-9313-753b-873c-092b785d7d39;Cuve vide;;
0199ce07-fbb4-7aa9-aea1-330e88be0f9e;Electronics components;;
0199ceae-d8d3-7f26-9b25-e0103823a594;Déco;;
0199cec0-c61e-72cb-a998-86c30205678f;Stèle en mousse - fragile;;
0199cec9-f3b8-7034-ab89-334659c51eda;Stèle en mousse - fragile;;
0199ced1-5d1a-73ac-bb08-601e2d2e79af;Stèle en mousse - fragile;;
0199ced6-feba-759d-a87d-d09eda38dcb9;Stèle en mousse - fragile;;
0199cee2-8530-7e5d-855b-c43b6687cc1b;Stèle en mousse - fragile;;
0199ceea-7364-7989-a4ca-a0561e367982;Stèle en mousse - fragile;;
0199cef4-d561-7722-b7c0-2c0f29b2381f;Stèle en mousse - fragile;;
0199cef9-fd28-7c26-8f1b-7141883d0a61;Stèle en mousse - fragile;;
0199cf00-2505-7743-aec3-ee7b5407b6ea;Stèle en mousse - fragile;;
0199cf05-f300-794b-844e-22ded9f21046;Stèle en mousse - fragile;;
0199ccea-fd02-7913-9bbe-d97a5469c9b0;PIECES CARROSSERIE AUTOMOBILE;;
0199ce4f-0e7b-77ea-8959-65260f1c0dc8;Materiel electrique;;
0199cd3d-f5d0-759e-b528-9d58fa14183d;assisses banquettes mousse;;
0199cd4d-e7c6-7fec-90ac-6c84157d65d1;porte bois bateau;;
0199ce65-6a15-7806-a0b6-dad6c998690f;assisses banquettes mousse;;
0199ce7e-1288-79ad-9f89-9edb378b4b12;pieces agricole;;
0199ce96-0017-7695-adf7-7de482f66611;pieces agricole;;
